N̼mero de Pedido,Cliente,Fecha del Pedido,Monto Total,Estado del Pedido,Ejecutivo Responsable,Producto Comprado
Pedido-1328,Cliente 68,2025-01-17,2161.27,Enviado,Empleado 87,Producto 153
Pedido-1329,Cliente 1784,2024-07-31,2797.46,Enviado,Empleado 14,Producto 122
Pedido-1330,Cliente 28,2024-09-23,3315.09,Procesado,Empleado 7,Producto 226
Pedido-1331,Cliente 31,2024-04-05,1878.02,Enviado,Empleado 88,Producto 224
Pedido-1332,Cliente 2000,2024-11-28,3868.79,Cancelado,Empleado 54,Producto 209
Pedido-1333,Cliente 638,2024-03-20,2660.58,Procesado,Empleado 55,Producto 37
Pedido-1334,Cliente 768,2024-05-08,3576.07,Procesado,Empleado 2,Producto 50
Pedido-1335,Cliente 536,2024-07-12,4036.26,Enviado,Empleado 70,Producto 99
Pedido-1336,Cliente 1546,2024-08-05,2852.54,Entregado,Empleado 26,Producto 11
Pedido-1337,Cliente 1042,2024-07-17,1629.81,Entregado,Empleado 51,Producto 247
Pedido-1338,Cliente 590,2025-01-09,1078.14,Pendiente,Empleado 14,Producto 171
Pedido-1339,Cliente 995,2024-04-28,1019.97,Pendiente,Empleado 19,Producto 258
Pedido-1340,Cliente 1320,2024-12-14,2931.65,Enviado,Empleado 49,Producto 78
Pedido-1341,Cliente 956,2024-12-05,4380.17,Cancelado,Empleado 54,Producto 145
Pedido-1342,Cliente 531,2024-05-13,4055.70,Cancelado,Empleado 98,Producto 136
Pedido-1343,Cliente 657,2024-12-09,2394.73,Cancelado,Empleado 33,Producto 202
Pedido-1344,Cliente 197,2024-06-25,3177.18,Cancelado,Empleado 93,Producto 291
Pedido-1345,Cliente 568,2024-06-05,439.85,Cancelado,Empleado 33,Producto 124
Pedido-1346,Cliente 648,2024-05-01,4152.39,Procesado,Empleado 8,Producto 285
Pedido-1347,Cliente 163,2024-07-12,573.71,Cancelado,Empleado 52,Producto 177
Pedido-1348,Cliente 1175,2024-08-17,406.84,Cancelado,Empleado 82,Producto 174
Pedido-1349,Cliente 323,2024-11-11,785.58,Cancelado,Empleado 56,Producto 159
Pedido-1350,Cliente 686,2025-01-31,2133.39,Procesado,Empleado 100,Producto 48
Pedido-1351,Cliente 262,2024-03-18,1895.06,Cancelado,Empleado 79,Producto 251
Pedido-1352,Cliente 96,2025-01-10,1850.28,Enviado,Empleado 68,Producto 76
Pedido-1353,Cliente 1186,2024-06-06,2267.02,Pendiente,Empleado 94,Producto 269
Pedido-1354,Cliente 979,2025-01-29,1003.83,Pendiente,Empleado 38,Producto 91
Pedido-1355,Cliente 355,2024-09-20,3530.04,Entregado,Empleado 29,Producto 128
Pedido-1356,Cliente 333,2024-10-30,3206.42,Cancelado,Empleado 18,Producto 179
Pedido-1357,Cliente 68,2024-05-23,1514.37,Pendiente,Empleado 17,Producto 24
Pedido-1358,Cliente 72,2024-11-08,2243.19,Procesado,Empleado 38,Producto 144
Pedido-1359,Cliente 623,2024-10-28,3393.07,Procesado,Empleado 74,Producto 54
Pedido-1360,Cliente 85,2025-02-01,2977.25,Enviado,Empleado 100,Producto 108
Pedido-1361,Cliente 475,2024-08-22,3391.76,Entregado,Empleado 19,Producto 268
Pedido-1362,Cliente 529,2024-04-17,2927.08,Procesado,Empleado 76,Producto 141
Pedido-1363,Cliente 1425,2024-10-10,3361.02,Enviado,Empleado 64,Producto 148
Pedido-1364,Cliente 1315,2024-08-06,1771.49,Procesado,Empleado 92,Producto 126
Pedido-1365,Cliente 156,2024-10-28,1011.13,Cancelado,Empleado 11,Producto 151
Pedido-1366,Cliente 840,2025-01-19,2573.42,Entregado,Empleado 18,Producto 233
Pedido-1367,Cliente 1738,2025-02-22,1890.57,Entregado,Empleado 55,Producto 14
Pedido-1368,Cliente 1869,2024-10-12,4546.43,Entregado,Empleado 16,Producto 234
Pedido-1369,Cliente 261,2024-08-23,3166.62,Cancelado,Empleado 81,Producto 118
Pedido-1370,Cliente 1202,2024-05-31,220.50,Procesado,Empleado 53,Producto 20
Pedido-1371,Cliente 1298,2024-10-06,278.60,Pendiente,Empleado 74,Producto 113
Pedido-1372,Cliente 1957,2024-03-26,1532.00,Procesado,Empleado 54,Producto 275
Pedido-1373,Cliente 304,2024-06-28,517.39,Cancelado,Empleado 30,Producto 141
Pedido-1374,Cliente 1366,2024-10-04,4964.87,Pendiente,Empleado 55,Producto 74
Pedido-1375,Cliente 558,2024-10-04,1530.58,Pendiente,Empleado 58,Producto 183
Pedido-1376,Cliente 1671,2024-06-24,3745.52,Entregado,Empleado 11,Producto 101
Pedido-1377,Cliente 52,2024-12-16,1335.03,Cancelado,Empleado 8,Producto 124
Pedido-1378,Cliente 890,2024-03-14,2329.49,Cancelado,Empleado 76,Producto 236
Pedido-1379,Cliente 1556,2024-04-18,1506.90,Pendiente,Empleado 31,Producto 176
Pedido-1380,Cliente 224,2025-02-02,1927.50,Pendiente,Empleado 74,Producto 73
Pedido-1381,Cliente 687,2025-02-02,281.62,Pendiente,Empleado 44,Producto 33
Pedido-1382,Cliente 1488,2024-09-28,1150.90,Enviado,Empleado 74,Producto 124
Pedido-1383,Cliente 309,2025-02-23,3488.35,Cancelado,Empleado 86,Producto 236
Pedido-1384,Cliente 1779,2024-11-10,1141.81,Pendiente,Empleado 53,Producto 194
Pedido-1385,Cliente 72,2024-08-24,1322.43,Enviado,Empleado 31,Producto 285
Pedido-1386,Cliente 1695,2024-08-18,4253.03,Pendiente,Empleado 38,Producto 215
Pedido-1387,Cliente 200,2024-11-14,855.71,Procesado,Empleado 21,Producto 60
Pedido-1388,Cliente 611,2024-09-24,276.93,Enviado,Empleado 32,Producto 207
Pedido-1389,Cliente 1788,2024-03-25,616.80,Enviado,Empleado 4,Producto 56
Pedido-1390,Cliente 1638,2024-12-25,688.76,Cancelado,Empleado 79,Producto 113
Pedido-1391,Cliente 442,2024-11-24,1930.61,Procesado,Empleado 85,Producto 18
Pedido-1392,Cliente 169,2025-02-22,181.01,Cancelado,Empleado 61,Producto 22
Pedido-1393,Cliente 694,2024-12-04,3000.94,Enviado,Empleado 6,Producto 175
Pedido-1394,Cliente 1711,2024-06-28,192.53,Cancelado,Empleado 28,Producto 175
Pedido-1395,Cliente 1409,2024-08-09,2751.37,Entregado,Empleado 89,Producto 253
Pedido-1396,Cliente 1097,2024-05-17,481.74,Enviado,Empleado 6,Producto 206
Pedido-1397,Cliente 1279,2024-12-22,4652.28,Enviado,Empleado 63,Producto 262
Pedido-1398,Cliente 1402,2024-07-31,262.67,Entregado,Empleado 20,Producto 122
Pedido-1399,Cliente 1697,2024-12-07,1328.42,Enviado,Empleado 21,Producto 7
Pedido-1400,Cliente 1401,2024-12-20,4407.59,Entregado,Empleado 40,Producto 124
Pedido-1401,Cliente 545,2024-04-10,2260.29,Procesado,Empleado 55,Producto 229
Pedido-1402,Cliente 1658,2024-11-09,405.98,Entregado,Empleado 44,Producto 293
Pedido-1403,Cliente 848,2024-05-02,454.58,Enviado,Empleado 20,Producto 194
Pedido-1404,Cliente 1555,2024-11-28,2207.85,Cancelado,Empleado 94,Producto 145
Pedido-1405,Cliente 1977,2024-07-06,4640.25,Enviado,Empleado 70,Producto 163
Pedido-1406,Cliente 1047,2024-07-02,1903.46,Cancelado,Empleado 65,Producto 47
Pedido-1407,Cliente 1543,2025-02-12,3507.90,Entregado,Empleado 92,Producto 168
Pedido-1408,Cliente 1568,2025-02-23,1040.62,Cancelado,Empleado 61,Producto 237
Pedido-1409,Cliente 1012,2024-09-07,1955.11,Cancelado,Empleado 72,Producto 187
Pedido-1410,Cliente 1768,2025-02-06,4086.08,Entregado,Empleado 38,Producto 301
Pedido-1411,Cliente 166,2024-09-30,1623.56,Entregado,Empleado 79,Producto 240
Pedido-1412,Cliente 247,2024-06-05,317.15,Pendiente,Empleado 17,Producto 219
Pedido-1413,Cliente 1476,2024-12-26,4676.90,Cancelado,Empleado 19,Producto 174
Pedido-1414,Cliente 1981,2024-09-05,2392.09,Cancelado,Empleado 51,Producto 223
Pedido-1415,Cliente 316,2024-07-04,1444.23,Pendiente,Empleado 15,Producto 255
Pedido-1416,Cliente 1459,2024-05-07,4431.96,Enviado,Empleado 56,Producto 114
Pedido-1417,Cliente 1966,2024-05-17,2628.28,Cancelado,Empleado 84,Producto 293
Pedido-1418,Cliente 1661,2024-11-22,3655.78,Cancelado,Empleado 61,Producto 65
Pedido-1419,Cliente 1407,2024-11-03,1002.43,Enviado,Empleado 49,Producto 273
Pedido-1420,Cliente 1558,2024-06-08,439.93,Pendiente,Empleado 32,Producto 295
Pedido-1421,Cliente 1324,2024-06-29,668.04,Enviado,Empleado 11,Producto 28
Pedido-1422,Cliente 545,2024-04-26,481.46,Procesado,Empleado 78,Producto 296
Pedido-1423,Cliente 1951,2024-07-24,2738.61,Pendiente,Empleado 71,Producto 148
Pedido-1424,Cliente 689,2024-08-18,4405.17,Pendiente,Empleado 92,Producto 273
Pedido-1425,Cliente 34,2024-03-28,4672.43,Entregado,Empleado 85,Producto 140
Pedido-1426,Cliente 1942,2024-08-09,2502.38,Pendiente,Empleado 15,Producto 95
Pedido-1427,Cliente 433,2024-07-17,4771.12,Pendiente,Empleado 80,Producto 222
Pedido-1428,Cliente 12,2024-03-26,2750.00,Enviado,Empleado 75,Producto 246
Pedido-1429,Cliente 173,2024-12-25,3443.76,Pendiente,Empleado 3,Producto 126
Pedido-1430,Cliente 460,2024-07-28,1756.05,Cancelado,Empleado 68,Producto 180
Pedido-1431,Cliente 480,2024-08-26,1293.27,Procesado,Empleado 18,Producto 265
Pedido-1432,Cliente 596,2024-09-27,3624.65,Entregado,Empleado 41,Producto 228
Pedido-1433,Cliente 670,2024-09-14,1810.76,Procesado,Empleado 100,Producto 68
Pedido-1434,Cliente 843,2024-12-14,3412.40,Enviado,Empleado 84,Producto 265
Pedido-1435,Cliente 1476,2025-02-11,1689.48,Entregado,Empleado 74,Producto 185
Pedido-1436,Cliente 1413,2024-06-01,3921.28,Cancelado,Empleado 28,Producto 125
Pedido-1437,Cliente 1853,2025-01-18,4685.54,Pendiente,Empleado 48,Producto 26
Pedido-1438,Cliente 1663,2024-04-17,2118.76,Procesado,Empleado 52,Producto 155
Pedido-1439,Cliente 948,2024-12-22,2743.20,Cancelado,Empleado 78,Producto 296
Pedido-1440,Cliente 398,2024-04-15,1292.25,Enviado,Empleado 31,Producto 219
Pedido-1441,Cliente 852,2024-10-05,1854.50,Pendiente,Empleado 47,Producto 104
Pedido-1442,Cliente 1580,2025-01-19,298.62,Cancelado,Empleado 85,Producto 155
Pedido-1443,Cliente 561,2024-05-20,3591.90,Cancelado,Empleado 43,Producto 209
Pedido-1444,Cliente 179,2024-03-06,246.84,Procesado,Empleado 17,Producto 214
Pedido-1445,Cliente 602,2024-03-12,2700.36,Cancelado,Empleado 55,Producto 173
Pedido-1446,Cliente 1458,2024-04-29,188.96,Enviado,Empleado 100,Producto 139
Pedido-1447,Cliente 1715,2024-05-17,2816.21,Cancelado,Empleado 43,Producto 254
Pedido-1448,Cliente 563,2024-11-24,1640.90,Cancelado,Empleado 81,Producto 114
Pedido-1449,Cliente 385,2025-02-21,640.25,Cancelado,Empleado 82,Producto 100
Pedido-1450,Cliente 1951,2025-01-05,3630.17,Enviado,Empleado 73,Producto 151
Pedido-1451,Cliente 849,2024-11-09,2048.65,Cancelado,Empleado 27,Producto 110
Pedido-1452,Cliente 1391,2024-06-08,1907.19,Procesado,Empleado 72,Producto 89
Pedido-1453,Cliente 491,2024-06-10,2163.29,Entregado,Empleado 31,Producto 30
Pedido-1454,Cliente 1320,2024-06-25,2818.06,Cancelado,Empleado 54,Producto 72
Pedido-1455,Cliente 66,2024-11-22,4937.26,Entregado,Empleado 96,Producto 284
Pedido-1456,Cliente 1235,2024-08-20,874.26,Pendiente,Empleado 95,Producto 210
Pedido-1457,Cliente 1592,2024-10-02,2736.81,Enviado,Empleado 60,Producto 263
Pedido-1458,Cliente 1333,2024-03-22,3337.47,Entregado,Empleado 15,Producto 250
Pedido-1459,Cliente 240,2024-11-20,1578.82,Procesado,Empleado 54,Producto 179
Pedido-1460,Cliente 120,2024-03-13,1564.58,Pendiente,Empleado 7,Producto 54
Pedido-1461,Cliente 863,2024-08-04,2199.69,Enviado,Empleado 63,Producto 90
Pedido-1462,Cliente 42,2024-04-29,2974.95,Cancelado,Empleado 51,Producto 297
Pedido-1463,Cliente 1350,2024-06-05,708.90,Enviado,Empleado 46,Producto 214
Pedido-1464,Cliente 484,2024-08-13,2639.14,Cancelado,Empleado 15,Producto 45
Pedido-1465,Cliente 492,2024-06-13,4942.22,Pendiente,Empleado 69,Producto 10
Pedido-1466,Cliente 480,2024-05-21,448.49,Entregado,Empleado 35,Producto 108
Pedido-1467,Cliente 915,2024-07-17,3946.34,Cancelado,Empleado 34,Producto 289
Pedido-1468,Cliente 113,2024-07-05,1026.99,Pendiente,Empleado 73,Producto 264
Pedido-1469,Cliente 1341,2024-12-19,363.51,Entregado,Empleado 77,Producto 269
Pedido-1470,Cliente 1626,2024-12-03,1277.13,Procesado,Empleado 85,Producto 81
Pedido-1471,Cliente 1855,2024-07-21,2277.99,Pendiente,Empleado 69,Producto 153
Pedido-1472,Cliente 51,2025-01-08,748.55,Enviado,Empleado 44,Producto 9
Pedido-1473,Cliente 957,2024-10-19,100.77,Procesado,Empleado 45,Producto 15
Pedido-1474,Cliente 1465,2024-06-19,2916.87,Entregado,Empleado 43,Producto 54
Pedido-1475,Cliente 1580,2025-02-19,2100.14,Procesado,Empleado 27,Producto 288
Pedido-1476,Cliente 1881,2024-11-13,2825.28,Entregado,Empleado 38,Producto 169
Pedido-1477,Cliente 81,2024-10-12,793.27,Cancelado,Empleado 39,Producto 41
Pedido-1478,Cliente 59,2025-02-21,1590.09,Entregado,Empleado 78,Producto 157
Pedido-1479,Cliente 1298,2024-08-12,3259.41,Procesado,Empleado 97,Producto 101
Pedido-1480,Cliente 1484,2024-05-03,1298.36,Cancelado,Empleado 78,Producto 133
Pedido-1481,Cliente 1826,2025-01-27,619.35,Enviado,Empleado 44,Producto 101
Pedido-1482,Cliente 732,2024-09-04,2346.79,Cancelado,Empleado 25,Producto 4
Pedido-1483,Cliente 1526,2024-08-16,941.33,Entregado,Empleado 60,Producto 236
Pedido-1484,Cliente 1133,2025-02-23,4141.49,Procesado,Empleado 13,Producto 250
Pedido-1485,Cliente 1475,2024-05-21,1631.27,Entregado,Empleado 29,Producto 130
Pedido-1486,Cliente 1811,2024-04-07,613.57,Procesado,Empleado 85,Producto 232
Pedido-1487,Cliente 1335,2025-02-24,4074.40,Procesado,Empleado 78,Producto 155
Pedido-1488,Cliente 1398,2025-02-17,2633.78,Pendiente,Empleado 80,Producto 267
Pedido-1489,Cliente 670,2024-11-12,3366.69,Pendiente,Empleado 26,Producto 211
Pedido-1490,Cliente 1310,2024-07-06,2294.15,Cancelado,Empleado 6,Producto 77
Pedido-1491,Cliente 588,2024-05-04,3195.65,Enviado,Empleado 21,Producto 141
Pedido-1492,Cliente 585,2024-07-06,771.22,Procesado,Empleado 57,Producto 298
Pedido-1493,Cliente 161,2024-09-22,1733.16,Procesado,Empleado 80,Producto 132
Pedido-1494,Cliente 861,2025-02-02,3451.12,Procesado,Empleado 100,Producto 218
Pedido-1495,Cliente 997,2024-12-22,4740.68,Enviado,Empleado 62,Producto 175
Pedido-1496,Cliente 642,2024-05-15,3570.05,Enviado,Empleado 92,Producto 180
Pedido-1497,Cliente 826,2024-03-28,3363.31,Pendiente,Empleado 83,Producto 180
Pedido-1498,Cliente 145,2025-02-19,4194.04,Enviado,Empleado 87,Producto 36
Pedido-1499,Cliente 146,2024-10-22,1728.37,Procesado,Empleado 75,Producto 232
Pedido-1500,Cliente 1560,2024-08-08,772.16,Entregado,Empleado 91,Producto 149
Pedido-1501,Cliente 1641,2024-12-31,1519.60,Cancelado,Empleado 74,Producto 19
Pedido-1502,Cliente 1402,2024-10-16,3974.94,Enviado,Empleado 89,Producto 87
Pedido-1503,Cliente 948,2024-04-05,2037.78,Pendiente,Empleado 64,Producto 200
Pedido-1504,Cliente 518,2024-04-27,2252.06,Entregado,Empleado 12,Producto 59
Pedido-1505,Cliente 1049,2024-09-23,3964.63,Cancelado,Empleado 6,Producto 266
Pedido-1506,Cliente 35,2024-08-26,1892.67,Cancelado,Empleado 15,Producto 52
Pedido-1507,Cliente 1673,2024-08-26,371.71,Enviado,Empleado 43,Producto 18
Pedido-1508,Cliente 1461,2024-09-11,3196.46,Cancelado,Empleado 86,Producto 67
Pedido-1509,Cliente 427,2024-09-02,3137.17,Enviado,Empleado 42,Producto 67
Pedido-1510,Cliente 1365,2025-01-17,3499.09,Entregado,Empleado 59,Producto 209
Pedido-1511,Cliente 1433,2024-05-14,219.83,Pendiente,Empleado 79,Producto 173
Pedido-1512,Cliente 325,2024-03-10,3594.33,Cancelado,Empleado 9,Producto 211
Pedido-1513,Cliente 174,2025-01-17,4029.11,Enviado,Empleado 58,Producto 219
Pedido-1514,Cliente 956,2024-08-16,234.88,Procesado,Empleado 19,Producto 97
Pedido-1515,Cliente 1280,2024-07-07,2448.19,Procesado,Empleado 57,Producto 124
Pedido-1516,Cliente 1562,2024-09-15,1834.04,Enviado,Empleado 2,Producto 51
Pedido-1517,Cliente 963,2025-02-13,3518.35,Cancelado,Empleado 56,Producto 20
Pedido-1518,Cliente 1716,2025-01-30,4656.63,Cancelado,Empleado 48,Producto 279
Pedido-1519,Cliente 339,2024-11-06,2016.29,Procesado,Empleado 23,Producto 135
Pedido-1520,Cliente 615,2024-12-15,1298.23,Pendiente,Empleado 4,Producto 27
Pedido-1521,Cliente 196,2024-09-04,902.79,Pendiente,Empleado 52,Producto 227
Pedido-1522,Cliente 1123,2024-11-23,648.75,Pendiente,Empleado 25,Producto 34
Pedido-1523,Cliente 744,2024-09-12,870.93,Cancelado,Empleado 58,Producto 265
Pedido-1524,Cliente 1299,2025-02-08,3835.07,Pendiente,Empleado 96,Producto 115
Pedido-1525,Cliente 492,2024-09-18,2152.87,Procesado,Empleado 21,Producto 9
Pedido-1526,Cliente 54,2024-04-17,2734.44,Procesado,Empleado 48,Producto 19
Pedido-1527,Cliente 248,2024-08-16,1228.47,Cancelado,Empleado 78,Producto 140
Pedido-1528,Cliente 1642,2025-02-06,1890.15,Cancelado,Empleado 20,Producto 57
Pedido-1529,Cliente 1833,2024-12-08,3404.19,Cancelado,Empleado 17,Producto 177
Pedido-1530,Cliente 986,2024-04-22,4838.85,Pendiente,Empleado 94,Producto 116
Pedido-1531,Cliente 67,2024-05-12,3349.42,Procesado,Empleado 98,Producto 183
Pedido-1532,Cliente 1046,2024-08-17,2954.45,Cancelado,Empleado 12,Producto 187
Pedido-1533,Cliente 658,2024-12-07,1311.96,Cancelado,Empleado 31,Producto 38
Pedido-1534,Cliente 201,2024-07-02,297.65,Procesado,Empleado 6,Producto 93
Pedido-1535,Cliente 1819,2024-08-03,4913.31,Entregado,Empleado 97,Producto 188
Pedido-1536,Cliente 387,2024-12-30,4565.36,Procesado,Empleado 4,Producto 296
Pedido-1537,Cliente 324,2024-11-18,401.49,Procesado,Empleado 64,Producto 21
Pedido-1538,Cliente 1103,2024-02-26,3821.01,Enviado,Empleado 37,Producto 250
Pedido-1539,Cliente 480,2024-10-29,4217.85,Enviado,Empleado 81,Producto 99
Pedido-1540,Cliente 483,2025-02-06,2064.31,Cancelado,Empleado 37,Producto 181
Pedido-1541,Cliente 1878,2025-02-04,2998.76,Entregado,Empleado 49,Producto 269
Pedido-1542,Cliente 1848,2024-07-31,4630.82,Enviado,Empleado 21,Producto 214
Pedido-1543,Cliente 1187,2024-07-29,106.63,Procesado,Empleado 49,Producto 86
Pedido-1544,Cliente 1359,2025-01-28,1240.29,Enviado,Empleado 35,Producto 227
Pedido-1545,Cliente 1531,2024-05-02,4347.81,Procesado,Empleado 40,Producto 167
Pedido-1546,Cliente 649,2024-04-24,4962.19,Enviado,Empleado 87,Producto 195
Pedido-1547,Cliente 1952,2024-12-18,3199.53,Pendiente,Empleado 49,Producto 53
Pedido-1548,Cliente 1959,2025-02-12,2592.29,Procesado,Empleado 98,Producto 164
Pedido-1549,Cliente 1331,2024-08-20,232.69,Pendiente,Empleado 9,Producto 269
Pedido-1550,Cliente 523,2024-05-28,1820.32,Cancelado,Empleado 92,Producto 130
Pedido-1551,Cliente 1568,2024-11-19,1184.68,Procesado,Empleado 70,Producto 181
Pedido-1552,Cliente 1190,2024-12-12,170.91,Procesado,Empleado 39,Producto 243
Pedido-1553,Cliente 789,2024-09-06,4988.94,Pendiente,Empleado 40,Producto 63
Pedido-1554,Cliente 730,2024-09-10,2279.89,Cancelado,Empleado 12,Producto 121
Pedido-1555,Cliente 1833,2024-10-04,1086.68,Entregado,Empleado 97,Producto 173
Pedido-1556,Cliente 1653,2024-11-05,1897.34,Pendiente,Empleado 12,Producto 79
Pedido-1557,Cliente 1227,2024-07-15,137.96,Cancelado,Empleado 5,Producto 57
Pedido-1558,Cliente 293,2024-12-07,2249.42,Cancelado,Empleado 58,Producto 30
Pedido-1559,Cliente 862,2024-10-08,2874.60,Cancelado,Empleado 22,Producto 291
Pedido-1560,Cliente 1162,2024-05-25,2313.38,Procesado,Empleado 95,Producto 270
Pedido-1561,Cliente 1649,2024-04-05,281.40,Cancelado,Empleado 63,Producto 20
Pedido-1562,Cliente 746,2024-05-11,4686.08,Enviado,Empleado 91,Producto 96
Pedido-1563,Cliente 1230,2024-11-25,1790.70,Cancelado,Empleado 34,Producto 78
Pedido-1564,Cliente 596,2024-04-12,4625.16,Cancelado,Empleado 21,Producto 196
Pedido-1565,Cliente 1313,2025-01-08,846.95,Procesado,Empleado 44,Producto 166
Pedido-1566,Cliente 146,2024-04-10,4812.85,Entregado,Empleado 36,Producto 285
Pedido-1567,Cliente 751,2024-06-12,1361.01,Enviado,Empleado 99,Producto 272
Pedido-1568,Cliente 1488,2024-08-02,3642.38,Enviado,Empleado 34,Producto 27
Pedido-1569,Cliente 1580,2024-07-02,4184.51,Pendiente,Empleado 12,Producto 41
Pedido-1570,Cliente 469,2024-10-11,610.85,Pendiente,Empleado 64,Producto 274
Pedido-1571,Cliente 1294,2024-12-30,757.21,Entregado,Empleado 20,Producto 77
Pedido-1572,Cliente 633,2024-08-24,2373.44,Cancelado,Empleado 79,Producto 238
Pedido-1573,Cliente 1985,2024-07-22,1162.23,Enviado,Empleado 3,Producto 222
Pedido-1574,Cliente 1895,2024-07-24,2348.36,Enviado,Empleado 29,Producto 180
Pedido-1575,Cliente 1828,2024-03-15,2992.90,Enviado,Empleado 8,Producto 245
Pedido-1576,Cliente 1608,2024-03-21,2234.93,Cancelado,Empleado 11,Producto 15
Pedido-1577,Cliente 1919,2025-01-08,2853.80,Enviado,Empleado 21,Producto 163
Pedido-1578,Cliente 1514,2025-02-14,4798.35,Entregado,Empleado 8,Producto 50
Pedido-1579,Cliente 1765,2024-11-21,2559.99,Cancelado,Empleado 77,Producto 207
Pedido-1580,Cliente 629,2024-12-01,4474.55,Procesado,Empleado 18,Producto 44
Pedido-1581,Cliente 25,2024-09-12,4647.72,Entregado,Empleado 55,Producto 100
Pedido-1582,Cliente 1768,2024-05-13,3572.99,Pendiente,Empleado 22,Producto 49
Pedido-1583,Cliente 395,2024-05-31,3202.29,Cancelado,Empleado 39,Producto 152
Pedido-1584,Cliente 991,2024-07-09,3271.08,Enviado,Empleado 45,Producto 98
Pedido-1585,Cliente 1195,2024-07-24,1459.91,Procesado,Empleado 34,Producto 133
Pedido-1586,Cliente 1313,2024-10-10,2890.41,Enviado,Empleado 54,Producto 262
Pedido-1587,Cliente 536,2024-07-02,788.06,Entregado,Empleado 60,Producto 262
Pedido-1588,Cliente 619,2024-05-18,853.60,Procesado,Empleado 67,Producto 142
Pedido-1589,Cliente 651,2024-11-16,107.57,Entregado,Empleado 54,Producto 188
Pedido-1590,Cliente 1187,2025-02-02,4356.88,Entregado,Empleado 56,Producto 242
Pedido-1591,Cliente 998,2024-07-07,4265.54,Procesado,Empleado 18,Producto 246
Pedido-1592,Cliente 227,2024-07-14,821.68,Procesado,Empleado 67,Producto 152
Pedido-1593,Cliente 1145,2024-08-20,2592.99,Entregado,Empleado 88,Producto 132
Pedido-1594,Cliente 1497,2024-04-23,1168.04,Cancelado,Empleado 37,Producto 10
Pedido-1595,Cliente 1006,2025-01-17,4304.46,Pendiente,Empleado 14,Producto 128
Pedido-1596,Cliente 1795,2024-05-15,1562.59,Procesado,Empleado 67,Producto 224
Pedido-1597,Cliente 49,2024-03-08,3273.66,Pendiente,Empleado 31,Producto 64
Pedido-1598,Cliente 29,2024-07-28,2897.28,Pendiente,Empleado 68,Producto 182
Pedido-1599,Cliente 1012,2024-06-19,4064.82,Pendiente,Empleado 3,Producto 160
Pedido-1600,Cliente 1318,2024-05-15,2335.28,Enviado,Empleado 27,Producto 240
Pedido-1601,Cliente 162,2024-12-12,669.02,Entregado,Empleado 10,Producto 266
Pedido-1602,Cliente 1541,2024-12-26,3569.18,Procesado,Empleado 52,Producto 268
Pedido-1603,Cliente 1747,2024-03-03,3397.64,Pendiente,Empleado 57,Producto 233
Pedido-1604,Cliente 989,2024-12-30,1154.96,Pendiente,Empleado 45,Producto 123
Pedido-1605,Cliente 97,2024-04-21,2313.28,Cancelado,Empleado 36,Producto 235
Pedido-1606,Cliente 215,2024-12-22,1184.28,Entregado,Empleado 23,Producto 283
Pedido-1607,Cliente 1458,2024-09-22,2498.16,Pendiente,Empleado 23,Producto 3
Pedido-1608,Cliente 1842,2024-03-26,3951.37,Enviado,Empleado 40,Producto 131
Pedido-1609,Cliente 633,2025-02-11,259.39,Procesado,Empleado 75,Producto 96
Pedido-1610,Cliente 1760,2024-05-30,1238.06,Procesado,Empleado 9,Producto 176
Pedido-1611,Cliente 196,2024-08-27,1442.67,Cancelado,Empleado 79,Producto 44
Pedido-1612,Cliente 1256,2024-06-01,4131.73,Procesado,Empleado 19,Producto 196
Pedido-1613,Cliente 486,2025-01-11,3331.51,Enviado,Empleado 39,Producto 77
Pedido-1614,Cliente 648,2024-10-13,3510.05,Cancelado,Empleado 41,Producto 205
Pedido-1615,Cliente 415,2025-01-04,4474.23,Pendiente,Empleado 38,Producto 58
Pedido-1616,Cliente 555,2024-06-03,1465.04,Pendiente,Empleado 18,Producto 151
Pedido-1617,Cliente 1663,2024-09-28,2358.79,Cancelado,Empleado 27,Producto 209
Pedido-1618,Cliente 598,2024-09-14,2773.68,Cancelado,Empleado 97,Producto 114
Pedido-1619,Cliente 630,2024-06-29,1575.23,Pendiente,Empleado 12,Producto 88
Pedido-1620,Cliente 738,2025-02-01,3827.45,Entregado,Empleado 48,Producto 200
Pedido-1621,Cliente 1348,2024-08-29,3440.32,Entregado,Empleado 39,Producto 196
Pedido-1622,Cliente 1039,2024-12-22,4006.07,Cancelado,Empleado 78,Producto 51
Pedido-1623,Cliente 1290,2024-02-27,197.98,Enviado,Empleado 13,Producto 31
Pedido-1624,Cliente 1148,2025-02-14,1978.09,Pendiente,Empleado 16,Producto 49
Pedido-1625,Cliente 1907,2024-12-17,3953.75,Pendiente,Empleado 61,Producto 60
Pedido-1626,Cliente 549,2024-10-21,1723.41,Enviado,Empleado 32,Producto 75
Pedido-1627,Cliente 209,2024-06-09,3670.84,Entregado,Empleado 80,Producto 3
Pedido-1628,Cliente 1389,2024-11-28,836.06,Cancelado,Empleado 55,Producto 269
Pedido-1629,Cliente 62,2024-07-06,1888.71,Entregado,Empleado 88,Producto 69
Pedido-1630,Cliente 990,2024-10-25,4177.66,Enviado,Empleado 36,Producto 60
Pedido-1631,Cliente 1977,2024-03-29,1789.57,Enviado,Empleado 12,Producto 206
