N̼mero de Pedido,Cliente,Fecha del Pedido,Monto Total,Estado del Pedido,Ejecutivo Responsable,Producto Comprado
Pedido-2509,Cliente 1777,2024-05-26,2171.29,Entregado,Empleado 37,Producto 19
Pedido-2338,Cliente 697,2024-12-05,2554.28,Entregado,Empleado 43,Producto 186
Pedido-1033,Cliente 1873,2024-03-20,2312.25,Procesado,Empleado 12,Producto 152
Pedido-1190,Cliente 1295,2024-04-21,667.54,Enviado,Empleado 26,Producto 220
Pedido-3965,Cliente 1310,2024-07-23,3440.55,Cancelado,Empleado 17,Producto 161
Pedido-681,Cliente 52,2024-09-09,1269.08,Cancelado,Empleado 32,Producto 176
Pedido-4040,Cliente 1212,2025-01-09,2075.15,Procesado,Empleado 13,Producto 143
Pedido-4038,Cliente 333,2024-03-17,3173.76,Entregado,Empleado 31,Producto 123
Pedido-4385,Cliente 28,2024-08-10,609.56,Procesado,Empleado 89,Producto 256
Pedido-3502,Cliente 1085,2024-10-20,2260.89,Cancelado,Empleado 14,Producto 138
Pedido-4157,Cliente 857,2024-08-06,4084.40,Enviado,Empleado 77,Producto 90
Pedido-3327,Cliente 215,2024-10-20,4749.84,Procesado,Empleado 42,Producto 2
Pedido-1765,Cliente 1006,2024-07-27,249.96,Cancelado,Empleado 77,Producto 142
Pedido-4830,Cliente 1513,2025-02-06,1720.18,Enviado,Empleado 48,Producto 182
Pedido-533,Cliente 1478,2024-12-11,1657.99,Enviado,Empleado 7,Producto 251
Pedido-3367,Cliente 1218,2024-12-11,1968.45,Cancelado,Empleado 26,Producto 277
Pedido-320,Cliente 410,2024-06-15,4735.56,Cancelado,Empleado 18,Producto 180
Pedido-47,Cliente 235,2024-04-20,2094.75,Pendiente,Empleado 45,Producto 289
Pedido-3424,Cliente 20,2024-10-22,1364.70,Enviado,Empleado 11,Producto 52
Pedido-3035,Cliente 760,2024-04-19,743.49,Enviado,Empleado 55,Producto 112
Pedido-1728,Cliente 1275,2024-05-22,4651.16,Cancelado,Empleado 31,Producto 184
Pedido-816,Cliente 682,2024-05-21,2140.08,Pendiente,Empleado 34,Producto 49
Pedido-3603,Cliente 1235,2024-09-14,3916.95,Procesado,Empleado 34,Producto 21
Pedido-446,Cliente 1828,2024-11-14,3822.72,Pendiente,Empleado 49,Producto 255
Pedido-654,Cliente 1410,2025-01-30,1356.04,Entregado,Empleado 11,Producto 156
Pedido-1818,Cliente 122,2024-10-04,4546.67,Enviado,Empleado 29,Producto 200
Pedido-3752,Cliente 823,2024-12-02,1626.22,Procesado,Empleado 39,Producto 166
Pedido-2791,Cliente 1685,2024-11-03,4345.35,Cancelado,Empleado 45,Producto 164
Pedido-4015,Cliente 868,2024-08-25,158.01,Pendiente,Empleado 84,Producto 240
Pedido-3791,Cliente 435,2024-07-24,4557.41,Pendiente,Empleado 40,Producto 67
Pedido-298,Cliente 1282,2024-04-19,2108.95,Pendiente,Empleado 37,Producto 232
Pedido-3361,Cliente 1801,2024-12-19,1245.40,Enviado,Empleado 73,Producto 110
Pedido-539,Cliente 1524,2024-05-03,3139.14,Pendiente,Empleado 86,Producto 206
Pedido-1576,Cliente 1608,2024-03-21,2234.93,Cancelado,Empleado 11,Producto 15
Pedido-694,Cliente 1463,2024-04-10,800.44,Enviado,Empleado 42,Producto 297
Pedido-1817,Cliente 46,2024-09-14,483.33,Entregado,Empleado 99,Producto 184
Pedido-3720,Cliente 1012,2024-04-28,2766.11,Entregado,Empleado 27,Producto 148
Pedido-4344,Cliente 225,2024-03-24,3488.42,Pendiente,Empleado 7,Producto 250
Pedido-1819,Cliente 323,2025-02-14,2396.48,Procesado,Empleado 1,Producto 217
Pedido-4622,Cliente 152,2024-07-20,3869.51,Pendiente,Empleado 42,Producto 21
Pedido-415,Cliente 1680,2024-04-12,2040.76,Entregado,Empleado 49,Producto 287
Pedido-3233,Cliente 1992,2024-12-29,3665.88,Cancelado,Empleado 36,Producto 243
Pedido-1168,Cliente 1165,2024-11-24,2916.43,Enviado,Empleado 37,Producto 77
Pedido-2718,Cliente 1696,2024-04-09,553.63,Enviado,Empleado 90,Producto 217
Pedido-433,Cliente 704,2024-07-02,1892.09,Procesado,Empleado 48,Producto 2
Pedido-1216,Cliente 1154,2024-03-22,2579.15,Pendiente,Empleado 81,Producto 221
Pedido-2505,Cliente 756,2025-02-23,978.97,Cancelado,Empleado 89,Producto 239
Pedido-4887,Cliente 1842,2024-10-11,793.40,Pendiente,Empleado 37,Producto 183
Pedido-4727,Cliente 1199,2024-03-07,4352.67,Pendiente,Empleado 62,Producto 148
Pedido-670,Cliente 49,2025-01-04,3281.49,Entregado,Empleado 79,Producto 98
Pedido-1286,Cliente 1803,2025-01-20,445.97,Entregado,Empleado 10,Producto 32
Pedido-2319,Cliente 173,2024-09-02,1144.98,Enviado,Empleado 8,Producto 8
Pedido-2590,Cliente 1417,2024-09-18,1308.12,Enviado,Empleado 32,Producto 165
Pedido-4439,Cliente 461,2024-03-17,4599.33,Cancelado,Empleado 100,Producto 117
Pedido-4921,Cliente 398,2024-10-22,3961.43,Pendiente,Empleado 98,Producto 39
Pedido-1327,Cliente 1834,2024-04-11,1052.07,Procesado,Empleado 65,Producto 53
Pedido-3874,Cliente 1707,2024-03-30,195.14,Enviado,Empleado 41,Producto 2
Pedido-416,Cliente 1854,2025-02-08,2197.91,Cancelado,Empleado 84,Producto 301
Pedido-1887,Cliente 52,2024-05-16,1622.71,Cancelado,Empleado 37,Producto 61
Pedido-3565,Cliente 278,2024-11-02,4238.76,Pendiente,Empleado 68,Producto 208
Pedido-3831,Cliente 119,2025-02-23,1210.01,Entregado,Empleado 39,Producto 270
Pedido-1833,Cliente 1547,2024-09-29,1737.77,Procesado,Empleado 77,Producto 240
Pedido-2735,Cliente 464,2024-07-26,2213.89,Entregado,Empleado 42,Producto 183
Pedido-1725,Cliente 489,2024-06-30,2452.38,Procesado,Empleado 32,Producto 26
Pedido-274,Cliente 982,2024-08-06,3136.07,Cancelado,Empleado 50,Producto 5
Pedido-2331,Cliente 811,2024-04-22,3468.70,Procesado,Empleado 28,Producto 193
Pedido-3680,Cliente 1482,2024-09-20,1749.89,Enviado,Empleado 20,Producto 254
Pedido-1874,Cliente 1527,2024-04-23,943.44,Procesado,Empleado 19,Producto 225
Pedido-1449,Cliente 385,2025-02-21,640.25,Cancelado,Empleado 82,Producto 100
Pedido-946,Cliente 1694,2024-07-02,2580.55,Enviado,Empleado 9,Producto 298
Pedido-1024,Cliente 974,2025-01-31,4793.04,Enviado,Empleado 32,Producto 279
Pedido-4584,Cliente 484,2024-05-02,538.98,Enviado,Empleado 47,Producto 160
Pedido-2931,Cliente 1945,2024-05-29,2678.57,Procesado,Empleado 8,Producto 229
Pedido-1627,Cliente 209,2024-06-09,3670.84,Entregado,Empleado 80,Producto 3
Pedido-3735,Cliente 1951,2024-08-16,4746.52,Cancelado,Empleado 23,Producto 46
Pedido-4438,Cliente 655,2024-04-04,2204.98,Procesado,Empleado 68,Producto 150
Pedido-814,Cliente 1813,2024-11-29,1539.87,Entregado,Empleado 77,Producto 80
Pedido-3943,Cliente 1067,2024-12-17,1751.51,Cancelado,Empleado 74,Producto 173
Pedido-2807,Cliente 340,2024-08-15,936.48,Cancelado,Empleado 12,Producto 16
Pedido-4938,Cliente 55,2024-08-20,1429.24,Enviado,Empleado 96,Producto 117
Pedido-4323,Cliente 1749,2024-04-04,2977.92,Entregado,Empleado 1,Producto 250
Pedido-4165,Cliente 901,2024-12-30,475.20,Pendiente,Empleado 47,Producto 217
Pedido-2391,Cliente 575,2024-10-30,3662.75,Procesado,Empleado 39,Producto 91
Pedido-473,Cliente 1388,2024-09-14,2717.96,Entregado,Empleado 36,Producto 120
Pedido-412,Cliente 7,2024-05-04,1990.36,Cancelado,Empleado 79,Producto 162
Pedido-3832,Cliente 957,2024-12-02,3681.53,Cancelado,Empleado 32,Producto 123
Pedido-279,Cliente 1256,2024-07-27,1613.83,Enviado,Empleado 39,Producto 168
Pedido-643,Cliente 494,2025-01-19,1461.02,Entregado,Empleado 20,Producto 172
Pedido-4961,Cliente 1355,2024-08-06,1408.64,Cancelado,Empleado 41,Producto 196
Pedido-4343,Cliente 616,2024-12-24,2013.20,Entregado,Empleado 98,Producto 183
Pedido-4263,Cliente 376,2024-12-19,1812.34,Enviado,Empleado 73,Producto 127
Pedido-2868,Cliente 613,2024-11-08,153.56,Cancelado,Empleado 41,Producto 300
Pedido-4940,Cliente 1742,2024-08-12,3250.24,Cancelado,Empleado 29,Producto 240
Pedido-3247,Cliente 118,2024-08-08,1726.79,Pendiente,Empleado 65,Producto 247
Pedido-630,Cliente 1237,2024-06-11,4349.87,Entregado,Empleado 66,Producto 12
Pedido-1536,Cliente 387,2024-12-30,4565.36,Procesado,Empleado 4,Producto 296
Pedido-2187,Cliente 170,2024-04-19,953.80,Enviado,Empleado 79,Producto 249
Pedido-4361,Cliente 159,2025-01-20,4048.33,Enviado,Empleado 13,Producto 281
Pedido-1058,Cliente 1313,2024-11-28,2689.61,Procesado,Empleado 6,Producto 198
Pedido-1978,Cliente 1400,2024-09-23,4027.33,Procesado,Empleado 23,Producto 222
Pedido-1822,Cliente 1649,2024-08-25,4037.96,Pendiente,Empleado 40,Producto 147
Pedido-2905,Cliente 1792,2025-02-01,4766.62,Pendiente,Empleado 47,Producto 241
Pedido-3751,Cliente 1017,2024-12-25,2551.11,Pendiente,Empleado 47,Producto 120
Pedido-4467,Cliente 1758,2025-02-17,1069.75,Enviado,Empleado 39,Producto 250
Pedido-4965,Cliente 968,2024-10-26,618.00,Procesado,Empleado 74,Producto 80
Pedido-1750,Cliente 885,2024-06-28,2505.15,Procesado,Empleado 6,Producto 17
Pedido-4497,Cliente 801,2024-12-13,4663.27,Entregado,Empleado 7,Producto 213
Pedido-2617,Cliente 1600,2025-01-30,825.88,Entregado,Empleado 9,Producto 159
Pedido-648,Cliente 748,2024-03-27,953.43,Entregado,Empleado 35,Producto 124
Pedido-4541,Cliente 1406,2024-06-29,4259.55,Cancelado,Empleado 94,Producto 127
Pedido-879,Cliente 234,2024-05-09,416.95,Enviado,Empleado 48,Producto 198
Pedido-4083,Cliente 371,2024-07-14,1328.60,Entregado,Empleado 40,Producto 207
Pedido-380,Cliente 157,2024-08-07,2815.87,Enviado,Empleado 20,Producto 301
Pedido-3282,Cliente 1189,2024-11-06,2766.38,Procesado,Empleado 59,Producto 149
Pedido-2106,Cliente 684,2024-09-08,700.56,Pendiente,Empleado 51,Producto 114
Pedido-1329,Cliente 1784,2024-07-31,2797.46,Enviado,Empleado 14,Producto 122
Pedido-2336,Cliente 329,2024-11-23,271.07,Procesado,Empleado 79,Producto 109
Pedido-3021,Cliente 1121,2024-11-03,1787.15,Cancelado,Empleado 66,Producto 133
Pedido-2968,Cliente 693,2025-02-21,3878.17,Pendiente,Empleado 82,Producto 300
Pedido-4831,Cliente 529,2025-01-17,2836.62,Enviado,Empleado 1,Producto 178
Pedido-4159,Cliente 1881,2024-12-30,2023.56,Cancelado,Empleado 36,Producto 36
Pedido-1480,Cliente 1484,2024-05-03,1298.36,Cancelado,Empleado 78,Producto 133
Pedido-1315,Cliente 1176,2024-10-25,679.68,Pendiente,Empleado 28,Producto 6
Pedido-1367,Cliente 1738,2025-02-22,1890.57,Entregado,Empleado 55,Producto 14
Pedido-1139,Cliente 1749,2024-10-12,413.18,Pendiente,Empleado 36,Producto 300
Pedido-531,Cliente 1817,2025-01-31,2440.79,Cancelado,Empleado 77,Producto 43
Pedido-1960,Cliente 644,2024-03-05,2307.28,Pendiente,Empleado 100,Producto 155
Pedido-3088,Cliente 1176,2024-11-06,699.14,Pendiente,Empleado 79,Producto 250
Pedido-4422,Cliente 1650,2024-07-16,2670.76,Pendiente,Empleado 36,Producto 237
Pedido-4743,Cliente 989,2024-10-06,4717.42,Cancelado,Empleado 91,Producto 111
Pedido-1320,Cliente 1970,2024-12-08,2625.81,Entregado,Empleado 97,Producto 74
Pedido-4756,Cliente 1035,2024-08-25,718.65,Pendiente,Empleado 82,Producto 251
Pedido-3080,Cliente 1386,2024-10-27,3502.15,Procesado,Empleado 70,Producto 197
Pedido-732,Cliente 932,2024-08-26,3064.98,Pendiente,Empleado 49,Producto 75
Pedido-4827,Cliente 1291,2024-03-12,3376.72,Cancelado,Empleado 8,Producto 85
Pedido-823,Cliente 1024,2024-12-15,3729.31,Procesado,Empleado 1,Producto 18
Pedido-2478,Cliente 1099,2024-08-23,1087.81,Entregado,Empleado 46,Producto 126
Pedido-2815,Cliente 665,2024-06-06,1995.60,Enviado,Empleado 82,Producto 100
Pedido-1590,Cliente 1187,2025-02-02,4356.88,Entregado,Empleado 56,Producto 242
Pedido-1518,Cliente 1716,2025-01-30,4656.63,Cancelado,Empleado 48,Producto 279
Pedido-668,Cliente 157,2025-02-12,4831.75,Pendiente,Empleado 1,Producto 252
Pedido-1117,Cliente 1126,2025-01-17,216.91,Cancelado,Empleado 49,Producto 5
Pedido-546,Cliente 37,2024-12-08,2350.61,Enviado,Empleado 89,Producto 256
Pedido-234,Cliente 753,2025-02-17,1992.70,Pendiente,Empleado 70,Producto 240
Pedido-3650,Cliente 1289,2024-12-17,2445.93,Cancelado,Empleado 34,Producto 278
Pedido-641,Cliente 1389,2024-09-17,4870.55,Enviado,Empleado 66,Producto 76
Pedido-781,Cliente 1547,2024-10-07,734.86,Cancelado,Empleado 81,Producto 70
Pedido-4172,Cliente 1974,2024-08-21,4700.87,Cancelado,Empleado 81,Producto 123
Pedido-1788,Cliente 1336,2024-10-03,2239.34,Procesado,Empleado 37,Producto 95
Pedido-2002,Cliente 821,2024-08-26,4726.00,Procesado,Empleado 49,Producto 181
Pedido-1683,Cliente 685,2024-03-19,3812.24,Pendiente,Empleado 99,Producto 127
Pedido-2448,Cliente 580,2024-11-21,3598.16,Enviado,Empleado 42,Producto 40
Pedido-2277,Cliente 732,2024-09-27,1688.15,Cancelado,Empleado 98,Producto 4
Pedido-1091,Cliente 1706,2025-02-05,2785.24,Cancelado,Empleado 71,Producto 59
Pedido-2041,Cliente 1101,2025-02-24,3922.49,Cancelado,Empleado 63,Producto 93
Pedido-291,Cliente 126,2024-12-06,902.78,Procesado,Empleado 35,Producto 28
Pedido-4556,Cliente 509,2024-11-17,1879.04,Cancelado,Empleado 4,Producto 301
Pedido-434,Cliente 134,2024-12-07,3018.05,Cancelado,Empleado 32,Producto 259
Pedido-2575,Cliente 1685,2024-12-21,476.35,Enviado,Empleado 35,Producto 94
Pedido-2955,Cliente 93,2024-07-14,2640.90,Procesado,Empleado 98,Producto 46
Pedido-2645,Cliente 1183,2024-09-07,1796.95,Cancelado,Empleado 74,Producto 97
Pedido-3839,Cliente 1232,2024-12-20,3827.12,Enviado,Empleado 37,Producto 42
Pedido-1580,Cliente 629,2024-12-01,4474.55,Procesado,Empleado 18,Producto 44
Pedido-2481,Cliente 196,2024-09-21,2668.38,Pendiente,Empleado 70,Producto 130
Pedido-2541,Cliente 1199,2024-12-21,2082.76,Entregado,Empleado 45,Producto 70
Pedido-1462,Cliente 42,2024-04-29,2974.95,Cancelado,Empleado 51,Producto 297
Pedido-151,Cliente 639,2024-09-11,266.45,Pendiente,Empleado 97,Producto 39
Pedido-3759,Cliente 426,2024-03-10,2454.04,Cancelado,Empleado 99,Producto 131
Pedido-780,Cliente 1093,2024-05-31,1128.31,Cancelado,Empleado 20,Producto 181
Pedido-3101,Cliente 145,2024-05-07,832.27,Procesado,Empleado 36,Producto 206
Pedido-2249,Cliente 748,2024-12-10,1866.12,Cancelado,Empleado 12,Producto 153
Pedido-3201,Cliente 1962,2024-10-18,1792.34,Procesado,Empleado 14,Producto 228
Pedido-3566,Cliente 1394,2024-10-30,4458.54,Pendiente,Empleado 1,Producto 12
Pedido-2394,Cliente 11,2024-04-04,2479.37,Procesado,Empleado 98,Producto 73
Pedido-2583,Cliente 122,2025-02-20,1344.94,Pendiente,Empleado 27,Producto 281
Pedido-2513,Cliente 37,2024-10-16,2073.06,Enviado,Empleado 90,Producto 74
Pedido-106,Cliente 375,2024-07-06,2703.21,Pendiente,Empleado 10,Producto 164
Pedido-3921,Cliente 1746,2024-05-01,1409.50,Enviado,Empleado 79,Producto 286
Pedido-4285,Cliente 569,2024-07-05,4436.59,Procesado,Empleado 43,Producto 221
Pedido-3238,Cliente 1564,2024-11-20,2189.55,Procesado,Empleado 25,Producto 168
Pedido-3096,Cliente 1836,2025-02-20,4724.74,Pendiente,Empleado 43,Producto 186
Pedido-1917,Cliente 31,2024-12-29,1678.96,Procesado,Empleado 19,Producto 260
Pedido-509,Cliente 1423,2024-06-14,4225.36,Procesado,Empleado 65,Producto 96
Pedido-3585,Cliente 748,2025-01-20,3004.68,Enviado,Empleado 82,Producto 251
Pedido-2900,Cliente 491,2024-07-17,4653.64,Entregado,Empleado 32,Producto 147
Pedido-4547,Cliente 1088,2024-09-21,3233.22,Procesado,Empleado 86,Producto 220
Pedido-44,Cliente 1240,2024-05-23,1722.20,Enviado,Empleado 80,Producto 270
Pedido-4845,Cliente 98,2024-05-25,1832.25,Pendiente,Empleado 44,Producto 7
Pedido-2265,Cliente 6,2024-08-26,1029.59,Entregado,Empleado 99,Producto 249
Pedido-2830,Cliente 1373,2024-02-28,3660.34,Procesado,Empleado 99,Producto 72
Pedido-494,Cliente 1446,2025-01-31,3842.88,Pendiente,Empleado 37,Producto 54
Pedido-2942,Cliente 1272,2024-02-27,1069.21,Entregado,Empleado 9,Producto 172
Pedido-3600,Cliente 560,2024-05-26,1632.93,Enviado,Empleado 80,Producto 228
Pedido-4967,Cliente 395,2024-04-17,2053.05,Enviado,Empleado 42,Producto 46
Pedido-2009,Cliente 1224,2024-07-10,3330.22,Entregado,Empleado 66,Producto 110
Pedido-2240,Cliente 137,2024-07-28,3931.50,Entregado,Empleado 45,Producto 238
Pedido-4859,Cliente 305,2024-06-19,1834.06,Procesado,Empleado 77,Producto 160
Pedido-3263,Cliente 1679,2025-02-21,2274.90,Cancelado,Empleado 28,Producto 279
Pedido-3329,Cliente 472,2024-06-07,2545.27,Cancelado,Empleado 73,Producto 188
Pedido-3157,Cliente 713,2024-06-14,1566.60,Procesado,Empleado 71,Producto 159
Pedido-3701,Cliente 1112,2024-09-03,346.13,Cancelado,Empleado 41,Producto 41
Pedido-3984,Cliente 1133,2025-01-28,2553.11,Cancelado,Empleado 56,Producto 10
Pedido-2066,Cliente 1922,2024-12-19,1636.76,Procesado,Empleado 35,Producto 124
Pedido-2567,Cliente 1945,2024-12-30,4418.60,Procesado,Empleado 6,Producto 56
Pedido-1466,Cliente 480,2024-05-21,448.49,Entregado,Empleado 35,Producto 108
Pedido-2320,Cliente 1288,2024-03-17,2818.68,Cancelado,Empleado 77,Producto 133
Pedido-2302,Cliente 821,2024-11-25,2685.73,Cancelado,Empleado 12,Producto 40
Pedido-793,Cliente 672,2024-04-29,4911.97,Enviado,Empleado 96,Producto 208
Pedido-3462,Cliente 1386,2024-05-30,2451.47,Procesado,Empleado 28,Producto 250
Pedido-778,Cliente 1990,2024-08-20,3308.78,Cancelado,Empleado 39,Producto 124
Pedido-693,Cliente 278,2025-02-10,4586.35,Enviado,Empleado 18,Producto 123
Pedido-2027,Cliente 364,2024-07-23,112.72,Enviado,Empleado 13,Producto 218
Pedido-4613,Cliente 349,2025-02-08,2533.93,Pendiente,Empleado 69,Producto 270
Pedido-4162,Cliente 1171,2024-06-04,1342.13,Pendiente,Empleado 32,Producto 88
Pedido-2489,Cliente 1559,2024-10-08,1924.43,Cancelado,Empleado 8,Producto 26
Pedido-3455,Cliente 1942,2025-01-02,1641.37,Enviado,Empleado 13,Producto 106
Pedido-4457,Cliente 1973,2025-02-03,2812.15,Cancelado,Empleado 56,Producto 187
Pedido-1741,Cliente 1716,2024-12-27,4194.58,Procesado,Empleado 23,Producto 36
Pedido-4994,Cliente 567,2025-01-21,2115.77,Procesado,Empleado 78,Producto 242
Pedido-2068,Cliente 112,2024-06-08,3521.18,Procesado,Empleado 86,Producto 300
Pedido-30,Cliente 710,2024-06-23,3894.67,Cancelado,Empleado 96,Producto 253
Pedido-3747,Cliente 503,2024-10-04,4752.83,Entregado,Empleado 59,Producto 106
Pedido-1101,Cliente 982,2024-09-06,888.47,Enviado,Empleado 84,Producto 57
Pedido-883,Cliente 895,2024-05-10,3987.80,Pendiente,Empleado 23,Producto 147
Pedido-2363,Cliente 1416,2024-04-12,389.50,Cancelado,Empleado 36,Producto 169
Pedido-4310,Cliente 153,2024-05-16,1608.20,Procesado,Empleado 65,Producto 206
Pedido-3490,Cliente 1344,2024-08-17,508.93,Cancelado,Empleado 65,Producto 80
Pedido-1956,Cliente 682,2024-03-15,1926.56,Pendiente,Empleado 67,Producto 158
Pedido-3859,Cliente 96,2024-12-12,1068.88,Procesado,Empleado 94,Producto 210
Pedido-2247,Cliente 950,2024-04-02,3434.64,Enviado,Empleado 19,Producto 184
Pedido-3562,Cliente 468,2024-12-18,573.69,Cancelado,Empleado 65,Producto 216
Pedido-841,Cliente 639,2025-01-11,4824.21,Entregado,Empleado 48,Producto 294
Pedido-2178,Cliente 1649,2024-07-10,3158.65,Enviado,Empleado 34,Producto 40
Pedido-3568,Cliente 1842,2024-06-19,3127.07,Pendiente,Empleado 79,Producto 292
Pedido-3579,Cliente 21,2024-09-24,4668.80,Cancelado,Empleado 80,Producto 121
Pedido-2661,Cliente 241,2025-01-21,237.40,Enviado,Empleado 5,Producto 214
Pedido-4749,Cliente 1449,2024-12-24,4414.58,Pendiente,Empleado 17,Producto 293
Pedido-4279,Cliente 1327,2025-02-14,737.94,Entregado,Empleado 84,Producto 52
Pedido-4233,Cliente 1136,2024-09-19,1875.02,Procesado,Empleado 4,Producto 167
Pedido-2753,Cliente 917,2024-11-03,946.91,Procesado,Empleado 16,Producto 115
Pedido-4025,Cliente 491,2025-01-28,2404.80,Procesado,Empleado 62,Producto 240
Pedido-3270,Cliente 439,2024-09-27,2574.84,Enviado,Empleado 54,Producto 122
Pedido-2130,Cliente 56,2024-05-12,890.19,Entregado,Empleado 79,Producto 147
Pedido-19,Cliente 1785,2024-10-27,1534.96,Entregado,Empleado 47,Producto 229
Pedido-718,Cliente 1998,2024-08-06,544.28,Enviado,Empleado 80,Producto 126
Pedido-4303,Cliente 1461,2025-01-02,612.36,Pendiente,Empleado 56,Producto 295
Pedido-922,Cliente 759,2024-10-17,121.10,Enviado,Empleado 97,Producto 3
Pedido-250,Cliente 665,2024-03-13,208.67,Entregado,Empleado 12,Producto 84
Pedido-2763,Cliente 362,2024-03-25,1930.73,Cancelado,Empleado 66,Producto 169
Pedido-281,Cliente 552,2024-09-20,4003.61,Enviado,Empleado 37,Producto 52
Pedido-2867,Cliente 1988,2024-05-27,3728.94,Pendiente,Empleado 97,Producto 99
Pedido-3292,Cliente 507,2024-12-19,4183.44,Enviado,Empleado 59,Producto 39
Pedido-3450,Cliente 892,2025-02-02,4501.74,Enviado,Empleado 6,Producto 151
Pedido-3285,Cliente 229,2024-06-27,1612.77,Entregado,Empleado 99,Producto 9
Pedido-267,Cliente 1053,2024-08-15,1845.69,Pendiente,Empleado 47,Producto 52
Pedido-2967,Cliente 1081,2024-12-27,688.18,Procesado,Empleado 14,Producto 223
Pedido-4660,Cliente 936,2025-02-21,4750.22,Pendiente,Empleado 50,Producto 254
Pedido-4342,Cliente 1212,2024-06-11,4805.14,Procesado,Empleado 28,Producto 280
Pedido-4170,Cliente 1516,2024-11-22,787.12,Pendiente,Empleado 78,Producto 283
Pedido-3792,Cliente 1336,2024-11-09,4627.19,Entregado,Empleado 26,Producto 273
Pedido-1786,Cliente 1143,2024-05-22,4711.25,Enviado,Empleado 46,Producto 181
Pedido-3301,Cliente 1950,2024-08-29,3778.00,Procesado,Empleado 80,Producto 57
Pedido-2097,Cliente 229,2025-01-08,246.34,Procesado,Empleado 46,Producto 182
Pedido-1493,Cliente 161,2024-09-22,1733.16,Procesado,Empleado 80,Producto 132
Pedido-1183,Cliente 1674,2024-09-02,2372.74,Enviado,Empleado 12,Producto 129
Pedido-197,Cliente 1611,2024-12-12,122.93,Entregado,Empleado 99,Producto 74
Pedido-3099,Cliente 1504,2024-07-20,3569.39,Procesado,Empleado 23,Producto 172
Pedido-4840,Cliente 634,2024-05-27,2203.16,Procesado,Empleado 28,Producto 28
Pedido-4567,Cliente 238,2024-05-08,1424.80,Cancelado,Empleado 6,Producto 268
Pedido-4612,Cliente 1424,2024-03-17,3750.92,Cancelado,Empleado 45,Producto 137
Pedido-1826,Cliente 1476,2024-09-05,3174.64,Entregado,Empleado 10,Producto 133
Pedido-2620,Cliente 820,2024-08-01,570.50,Pendiente,Empleado 65,Producto 16
Pedido-1166,Cliente 348,2024-12-04,2662.81,Entregado,Empleado 56,Producto 273
Pedido-3257,Cliente 499,2024-10-07,2693.06,Entregado,Empleado 48,Producto 139
Pedido-1057,Cliente 997,2024-12-21,3206.68,Cancelado,Empleado 39,Producto 42
Pedido-2655,Cliente 1490,2024-05-01,4384.42,Procesado,Empleado 55,Producto 76
Pedido-4514,Cliente 1232,2024-12-16,178.20,Entregado,Empleado 82,Producto 240
Pedido-3047,Cliente 1590,2024-11-25,689.75,Cancelado,Empleado 37,Producto 78
Pedido-2032,Cliente 1650,2024-03-22,2199.81,Entregado,Empleado 9,Producto 215
Pedido-169,Cliente 22,2025-01-13,3817.71,Enviado,Empleado 82,Producto 230
Pedido-146,Cliente 1214,2025-01-01,1237.63,Pendiente,Empleado 78,Producto 112
Pedido-2521,Cliente 1,2024-12-11,2235.97,Procesado,Empleado 19,Producto 258
Pedido-2091,Cliente 1758,2024-12-15,3166.02,Entregado,Empleado 65,Producto 205
Pedido-3664,Cliente 1913,2024-11-02,1342.75,Enviado,Empleado 5,Producto 16
Pedido-2544,Cliente 483,2024-02-28,3833.42,Enviado,Empleado 19,Producto 270
Pedido-2564,Cliente 1744,2025-01-13,4880.68,Procesado,Empleado 62,Producto 127
Pedido-2131,Cliente 1245,2024-08-13,2670.96,Procesado,Empleado 13,Producto 23
Pedido-1633,Cliente 1805,2024-05-09,727.93,Procesado,Empleado 78,Producto 140
Pedido-2819,Cliente 1664,2025-02-15,2981.61,Entregado,Empleado 86,Producto 166
Pedido-4816,Cliente 223,2024-04-04,2844.12,Entregado,Empleado 25,Producto 206
Pedido-4704,Cliente 1417,2024-06-12,2987.86,Entregado,Empleado 89,Producto 145
Pedido-475,Cliente 1013,2024-10-03,4724.24,Enviado,Empleado 97,Producto 25
Pedido-4068,Cliente 1544,2024-11-12,3000.64,Cancelado,Empleado 18,Producto 264
Pedido-1332,Cliente 2000,2024-11-28,3868.79,Cancelado,Empleado 54,Producto 209
Pedido-1198,Cliente 1697,2025-01-08,508.73,Pendiente,Empleado 70,Producto 109
Pedido-828,Cliente 564,2024-12-18,4472.56,Cancelado,Empleado 68,Producto 19
Pedido-1146,Cliente 975,2024-11-20,995.56,Cancelado,Empleado 34,Producto 231
Pedido-1592,Cliente 227,2024-07-14,821.68,Procesado,Empleado 67,Producto 152
Pedido-3084,Cliente 605,2024-03-09,3325.23,Entregado,Empleado 54,Producto 130
Pedido-463,Cliente 1355,2025-02-14,2425.11,Enviado,Empleado 28,Producto 75
Pedido-1209,Cliente 212,2024-07-04,3575.22,Cancelado,Empleado 55,Producto 7
Pedido-4447,Cliente 1880,2024-04-07,1628.04,Enviado,Empleado 51,Producto 208
Pedido-1269,Cliente 655,2024-12-23,853.06,Pendiente,Empleado 18,Producto 177
Pedido-1113,Cliente 1951,2024-04-09,2815.15,Entregado,Empleado 23,Producto 281
Pedido-697,Cliente 899,2024-10-24,1216.76,Enviado,Empleado 98,Producto 212
Pedido-3973,Cliente 471,2024-04-12,907.81,Procesado,Empleado 46,Producto 226
