N̼mero de Pedido,Cliente,Fecha del Pedido,Monto Total,Estado del Pedido,Ejecutivo Responsable,Producto Comprado
Pedido-3377,a01aj00000wQ3YoAAK,2024-12-01,4731.21,Entregado,a02aj000008MD5vAAG,a00aj00000hTUcEAAW
Pedido-3826,a01aj00000wQ3d0AAC,2024-06-02,1030.54,Pendiente,a02aj000008MD5fAAG,a00aj00000hTgyUAAS
Pedido-4054,a01aj00000wQ3cAAAS,2025-01-03,1264.31,Entregado,a02aj000008MD5QAAW,a00aj00000hTzvrAAC
Pedido-815,a01aj00000wQ3jLAAS,2024-06-07,3924.89,Entregado,a02aj000008MD67AAG,a00aj00000hTzwUAAS
Pedido-1825,a01aj00000wPw6DAAS,2024-09-04,2416.46,Cancelado,a02aj000008MD6HAAW,a00aj00000hTzwjAAC
Pedido-1302,a01aj00000wQ3uAAAS,2024-12-18,2302.58,Cancelado,a02aj000008MD5YAAW,a00aj00000hTUbxAAG
Pedido-543,a01aj00000wQ3ndAAC,2024-04-08,1156.34,Procesado,a02aj000008MD5TAAW,a00aj00000hTzvdAAC
Pedido-111,a01aj00000wQ3sQAAS,2024-04-17,3137.97,Entregado,a02aj000008MD5WAAW,a00aj00000hTzwgAAC
Pedido-4139,a01aj00000wQ3t6AAC,2024-03-16,2180.88,Pendiente,a02aj000008MD5fAAG,a00aj00000hTzvwAAC
Pedido-4705,a01aj00000wQ3qYAAS,2024-11-03,3533.36,Enviado,a02aj000008MD5aAAG,a00aj00000hTzx2AAC
Pedido-4224,a01aj00000wQ3ZuAAK,2024-04-14,4507.03,Procesado,a02aj000008MD6MAAW,a00aj00000hTzwqAAC
Pedido-2788,a01aj00000wQ3dGAAS,2025-02-23,924.71,Entregado,a02aj000008MD6MAAW,a00aj00000hTUcMAAW
Pedido-2248,a01aj00000wQ3gkAAC,2024-09-27,2793.50,Procesado,a02aj000008MD5UAAW,a00aj00000hTUd0AAG
Pedido-2007,a01aj00000wQ3rQAAS,2024-12-09,272.14,Cancelado,a02aj000008MD5WAAW,a00aj00000hTzw3AAC
Pedido-4293,a01aj00000wQ3sJAAS,2024-11-24,2528.99,Pendiente,a02aj000008MD5oAAG,a00aj00000hTUcaAAG
Pedido-4515,a01aj00000wQ3cdAAC,2024-07-08,1469.21,Entregado,a02aj000008MD6JAAW,a00aj00000hTzwWAAS
Pedido-2594,a01aj00000wQ3h0AAC,2025-02-14,3609.26,Entregado,a02aj000008MD5vAAG,a00aj00000hTgyUAAS
Pedido-3599,a01aj00000wQ0qOAAS,2024-06-23,3838.55,Enviado,a02aj000008MD6OAAW,a00aj00000hTUc4AAG
Pedido-2404,a01aj00000wQ0pjAAC,2024-11-07,3242.57,Cancelado,a02aj000008MD5FAAW,a00aj00000hTUcsAAG
Pedido-2832,a01aj00000wQ0pZAAS,2025-02-22,2266.05,Enviado,a02aj000008MD6KAAW,a00aj00000hTzx1AAC
Pedido-3209,a01aj00000wQ3jBAAS,2024-12-13,4851.69,Enviado,a02aj000008MD6FAAW,a00aj00000hTUcwAAG
Pedido-1003,a01aj00000wQ3kLAAS,2024-04-09,2877.96,Procesado,a02aj000008MD62AAG,a00aj00000hTzwZAAS
Pedido-4729,a01aj00000wQ3tvAAC,2024-03-15,280.12,Procesado,a02aj000008MD6MAAW,a00aj00000hTUcYAAW
Pedido-3722,a01aj00000wQ3d7AAC,2024-12-11,3131.92,Procesado,a02aj000008MD5FAAW,a00aj00000hTzwMAAS
Pedido-1278,a01aj00000wQ3t5AAC,2024-09-27,1086.05,Enviado,a02aj000008MD6MAAW,a00aj00000hTzvTAAS
Pedido-2615,a01aj00000wQ3iOAAS,2024-11-26,682.99,Entregado,a02aj000008MD5YAAW,a00aj00000hTzvSAAS
Pedido-510,a01aj00000wPY7gAAG,2024-11-14,1400.08,Entregado,a02aj000008MD5WAAW,a00aj00000hTzvUAAS
Pedido-1797,a01aj00000wQ3rlAAC,2025-02-07,2723.88,Pendiente,a02aj000008MD6LAAW,a00aj00000hTzvrAAC
Pedido-192,a01aj00000wQ3s3AAC,2024-10-27,2668.82,Pendiente,a02aj000008MD6EAAW,a00aj00000hTzvlAAC
Pedido-257,a01aj00000wQ3sCAAS,2024-09-15,140.10,Enviado,a02aj000008MD5dAAG,a00aj00000hTgyTAAS
Pedido-2026,a01aj00000wQ3dKAAS,2024-10-02,1619.92,Entregado,a02aj000008MD5yAAG,a00aj00000hTgyYAAS
Pedido-657,a01aj00000wQ3d5AAC,2024-12-07,2887.39,Enviado,a02aj000008MD6DAAW,a00aj00000hTUcSAAW
Pedido-1557,a01aj00000wPY7fAAG,2024-07-15,137.96,Cancelado,a02aj000008MD5UAAW,a00aj00000hTzvlAAC
Pedido-3822,a01aj00000wPw66AAC,2024-12-22,2642.31,Cancelado,a02aj000008MD5xAAG,a00aj00000hTzvRAAS
Pedido-1465,a01aj00000wPY7AAAW,2024-06-13,4942.22,Pendiente,a02aj000008MD6KAAW,a00aj00000hTgy0AAC
Pedido-1352,a01aj00000wQ3naAAC,2025-01-10,1850.28,Enviado,a02aj000008MD6IAAW,a00aj00000hTzwBAAS
Pedido-1018,a01aj00000wQ3uNAAS,2024-07-14,1646.96,Pendiente,a02aj000008MD5aAAG,a00aj00000hTUcqAAG
Pedido-4848,a01aj00000wPw6MAAS,2025-02-17,3460.10,Entregado,a02aj000008MD6JAAW,a00aj00000hTzwRAAS
Pedido-2720,a01aj00000wPw6OAAS,2024-08-27,4071.32,Procesado,a02aj000008MD64AAG,a00aj00000hTzvrAAC
Pedido-763,a01aj00000wPw6uAAC,2024-04-09,1439.40,Entregado,a02aj000008MD5SAAW,a00aj00000hTUcgAAG
Pedido-2667,a01aj00000wQ3coAAC,2024-05-03,3102.16,Cancelado,a02aj000008MD66AAG,a00aj00000hTzwIAAS
Pedido-2786,a01aj00000wPY7OAAW,2024-05-23,2035.10,Cancelado,a02aj000008MD65AAG,a00aj00000hTzwAAAS
Pedido-3938,a01aj00000wPw7QAAS,2025-01-09,2548.38,Procesado,a02aj000008MD5vAAG,a00aj00000hTgxuAAC
Pedido-2224,a01aj00000wQ3gcAAC,2024-11-26,1750.99,Enviado,a02aj000008MD5tAAG,a00aj00000hTgyFAAS
Pedido-4619,a01aj00000wQ3uLAAS,2024-06-13,1692.35,Enviado,a02aj000008MD6HAAW,a00aj00000hTUbfAAG
Pedido-177,a01aj00000wPw71AAC,2024-05-22,3678.01,Cancelado,a02aj000008MD5XAAW,a00aj00000hTUcNAAW
Pedido-2835,a01aj00000wPY8AAAW,2024-09-23,4379.72,Enviado,a02aj000008MD6PAAW,a00aj00000hTUckAAG
Pedido-1213,a01aj00000wQ3aLAAS,2024-04-24,1261.80,Enviado,a02aj000008MD5OAAW,a00aj00000hTUc5AAG
Pedido-4594,a01aj00000wQ0pXAAS,2024-05-17,2274.50,Entregado,a02aj000008MD5dAAG,a00aj00000hTUclAAG
Pedido-1611,a01aj00000wQ3lXAAS,2024-08-27,1442.67,Cancelado,a02aj000008MD68AAG,a00aj00000hTUbuAAG
Pedido-1675,a01aj00000wPw6MAAS,2024-10-02,4537.31,Procesado,a02aj000008MD5lAAG,a00aj00000hTzwgAAC
Pedido-395,a01aj00000wQ3t8AAC,2025-01-07,3836.16,Cancelado,a02aj000008MD6NAAW,a00aj00000hTUcWAAW
Pedido-2344,a01aj00000wQ3cZAAS,2024-06-26,3259.17,Pendiente,a02aj000008MD6HAAW,a00aj00000hTzwkAAC
Pedido-2509,a01aj00000wQ3oiAAC,2024-05-26,2171.29,Entregado,a02aj000008MD6BAAW,a00aj00000hTUc0AAG
Pedido-2338,a01aj00000wQ3tpAAC,2024-12-05,2554.28,Entregado,a02aj000008MD5cAAG,a00aj00000hTUbiAAG
Pedido-1033,a01aj00000wQ3rAAAS,2024-03-20,2312.25,Procesado,a02aj000008MD5jAAG,a00aj00000hTzwtAAC
Pedido-1190,a01aj00000wPY7yAAG,2024-04-21,667.54,Enviado,a02aj000008MD60AAG,a00aj00000hTzwaAAC
Pedido-3965,a01aj00000wQ3nuAAC,2024-07-23,3440.55,Cancelado,a02aj000008MD5sAAG,a00aj00000hTzwPAAS
Pedido-4040,a01aj00000wQ3s2AAC,2025-01-09,2075.15,Procesado,a02aj000008MD5XAAW,a00aj00000hTzwhAAC
Pedido-4385,a01aj00000wQ3rJAAS,2024-08-10,609.56,Procesado,a02aj000008MD5aAAG,a00aj00000hTUcaAAG
Pedido-3502,a01aj00000wPw7DAAS,2024-10-20,2260.89,Cancelado,a02aj000008MD62AAG,a00aj00000hTzweAAC
Pedido-3327,a01aj00000wQ3tgAAC,2024-10-20,4749.84,Procesado,a02aj000008MD6OAAW,a00aj00000hTzwjAAC
Pedido-1765,a01aj00000wQ3hoAAC,2024-07-27,249.96,Cancelado,a02aj000008MD5VAAW,a00aj00000hTUbpAAG
Pedido-4830,a01aj00000wQ3lGAAS,2025-02-06,1720.18,Enviado,a02aj000008MD5kAAG,a00aj00000hTzvoAAC
Pedido-533,a01aj00000wQ0q8AAC,2024-12-11,1657.99,Enviado,a02aj000008MD69AAG,a00aj00000hTgyaAAC
Pedido-3367,a01aj00000wQ3uBAAS,2024-12-11,1968.45,Cancelado,a02aj000008MD60AAG,a00aj00000hTUbvAAG
Pedido-320,a01aj00000wQ3t3AAC,2024-06-15,4735.56,Cancelado,a02aj000008MD65AAG,a00aj00000hTUcJAAW
Pedido-47,a01aj00000wQ3oMAAS,2024-04-20,2094.75,Pendiente,a02aj000008MD5JAAW,a00aj00000hTzwGAAS
Pedido-3035,a01aj00000wPw6dAAC,2024-04-19,743.49,Enviado,a02aj000008MD6FAAW,a00aj00000hTgyEAAS
Pedido-1728,a01aj00000wQ3qoAAC,2024-05-22,4651.16,Cancelado,a02aj000008MD5QAAW,a00aj00000hTzvnAAC
Pedido-816,a01aj00000wQ3nGAAS,2024-05-21,2140.08,Pendiente,a02aj000008MD5SAAW,a00aj00000hTgyOAAS
Pedido-3603,a01aj00000wQ3l0AAC,2024-09-14,3916.95,Procesado,a02aj000008MD5SAAW,a00aj00000hTUcpAAG
Pedido-446,a01aj00000wQ3ZUAA0,2024-11-14,3822.72,Pendiente,a02aj000008MD6QAAW,a00aj00000hTzwoAAC
Pedido-654,a01aj00000wQ3kBAAS,2025-01-30,1356.04,Entregado,a02aj000008MD5NAAW,a00aj00000hTUbjAAG
Pedido-1818,a01aj00000wPw78AAC,2024-10-04,4546.67,Enviado,a02aj000008MD5mAAG,a00aj00000hTzwiAAC
Pedido-3752,a01aj00000wQ0qHAAS,2024-12-02,1626.22,Procesado,a02aj000008MD66AAG,a00aj00000hTUbYAAW
Pedido-2791,a01aj00000wQ3t6AAC,2024-11-03,4345.35,Cancelado,a02aj000008MD5JAAW,a00aj00000hTgxsAAC
Pedido-4015,a01aj00000wPw6xAAC,2024-08-25,158.01,Pendiente,a02aj000008MD5FAAW,a00aj00000hTgyJAAS
Pedido-3791,a01aj00000wQ3hMAAS,2024-07-24,4557.41,Pendiente,a02aj000008MD5KAAW,a00aj00000hTzwLAAS
Pedido-298,a01aj00000wQ3uNAAS,2024-04-19,2108.95,Pendiente,a02aj000008MD6BAAW,a00aj00000hTzwKAAS
Pedido-3361,a01aj00000wQ3ifAAC,2024-12-19,1245.40,Enviado,a02aj000008MD5iAAG,a00aj00000hTUbnAAG
Pedido-539,a01aj00000wQ3Z5AAK,2024-05-03,3139.14,Pendiente,a02aj000008MD5lAAG,a00aj00000hTzvkAAC
Pedido-694,a01aj00000wQ3sfAAC,2024-04-10,800.44,Enviado,a02aj000008MD6OAAW,a00aj00000hTzwyAAC
Pedido-1817,a01aj00000wQ3kbAAC,2024-09-14,483.33,Entregado,a02aj000008MD6RAAW,a00aj00000hTzvnAAC
Pedido-3720,a01aj00000wQ3YmAAK,2024-04-28,2766.11,Entregado,a02aj000008MD5bAAG,a00aj00000hTUcXAAW
Pedido-4344,a01aj00000wQ3nRAAS,2024-03-24,3488.42,Pendiente,a02aj000008MD69AAG,a00aj00000hTUcNAAW
Pedido-1819,a01aj00000wQ3lAAAS,2025-02-14,2396.48,Procesado,a02aj000008MD5OAAW,a00aj00000hTzwdAAC
Pedido-4622,a01aj00000wQ3cAAAS,2024-07-20,3869.51,Pendiente,a02aj000008MD6OAAW,a00aj00000hTUcpAAG
Pedido-415,a01aj00000wQ3t0AAC,2024-04-12,2040.76,Entregado,a02aj000008MD6QAAW,a00aj00000hTUcdAAG
Pedido-1168,a01aj00000wQ3hhAAC,2024-11-24,2916.43,Enviado,a02aj000008MD6BAAW,a00aj00000hTUcAAAW
Pedido-2718,a01aj00000wPY80AAG,2024-04-09,553.63,Enviado,a02aj000008MD6CAAW,a00aj00000hTzwdAAC
Pedido-433,a01aj00000wQ0qcAAC,2024-07-02,1892.09,Procesado,a02aj000008MD5kAAG,a00aj00000hTzwjAAC
Pedido-1216,a01aj00000wQ3aEAAS,2024-03-22,2579.15,Pendiente,a02aj000008MD5MAAW,a00aj00000hTUcIAAW
Pedido-2505,a01aj00000wQ3ggAAC,2025-02-23,978.97,Cancelado,a02aj000008MD5aAAG,a00aj00000hTUccAAG
Pedido-4887,a01aj00000wQ3lWAAS,2024-10-11,793.40,Pendiente,a02aj000008MD6BAAW,a00aj00000hTUcoAAG
Pedido-4727,a01aj00000wQ3gmAAC,2024-03-07,4352.67,Pendiente,a02aj000008MD6LAAW,a00aj00000hTUcXAAW
Pedido-670,a01aj00000wQ3ogAAC,2025-01-04,3281.49,Entregado,a02aj000008MD68AAG,a00aj00000hTzvaAAC
Pedido-1286,a01aj00000wQ3olAAC,2025-01-20,445.97,Entregado,a02aj000008MD5hAAG,a00aj00000hTUcYAAW
Pedido-2319,a01aj00000wQ3fjAAC,2024-09-02,1144.98,Enviado,a02aj000008MD5vAAG,a00aj00000hTUcUAAW
Pedido-4439,a01aj00000wQ3r9AAC,2024-03-17,4599.33,Cancelado,a02aj000008MD6EAAW,a00aj00000hTzw4AAC
Pedido-4921,a01aj00000wQ3dYAAS,2024-10-22,3961.43,Pendiente,a02aj000008MD6MAAW,a00aj00000hTUd1AAG
Pedido-1327,a01aj00000wQ3cwAAC,2024-04-11,1052.07,Procesado,a02aj000008MD6AAAW,a00aj00000hTzwXAAS
Pedido-3874,a01aj00000wQ3gSAAS,2024-03-30,195.14,Enviado,a02aj000008MD5fAAG,a00aj00000hTzwjAAC
Pedido-1887,a01aj00000wQ3hxAAC,2024-05-16,1622.71,Cancelado,a02aj000008MD6BAAW,a00aj00000hTUcTAAW
Pedido-3565,a01aj00000wQ3u0AAC,2024-11-02,4238.76,Pendiente,a02aj000008MD6IAAW,a00aj00000hTzwZAAS
Pedido-3831,a01aj00000wQ3qrAAC,2025-02-23,1210.01,Entregado,a02aj000008MD66AAG,a00aj00000hTzvOAAS
Pedido-1833,a01aj00000wQ3hNAAS,2024-09-29,1737.77,Procesado,a02aj000008MD5VAAW,a00aj00000hTgyJAAS
Pedido-2735,a01aj00000wQ3nIAAS,2024-07-26,2213.89,Entregado,a02aj000008MD6OAAW,a00aj00000hTUcoAAG
Pedido-1725,a01aj00000wQ3caAAC,2024-06-30,2452.38,Procesado,a02aj000008MD5YAAW,a00aj00000hTUc3AAG
Pedido-274,a01aj00000wQ3c8AAC,2024-08-06,3136.07,Cancelado,a02aj000008MD5tAAG,a00aj00000hTgybAAC
Pedido-1874,a01aj00000wPY82AAG,2024-04-23,943.44,Procesado,a02aj000008MD5PAAW,a00aj00000hTzvWAAS
Pedido-1449,a01aj00000wQ3jdAAC,2025-02-21,640.25,Cancelado,a02aj000008MD5zAAG,a00aj00000hTzwqAAC
Pedido-946,a01aj00000wQ3jKAAS,2024-07-02,2580.55,Enviado,a02aj000008MD67AAG,a00aj00000hTUcmAAG
Pedido-1024,a01aj00000wQ3hiAAC,2025-01-31,4793.04,Enviado,a02aj000008MD5YAAW,a00aj00000hTUcOAAW
Pedido-4584,a01aj00000wQ3ZgAAK,2024-05-02,538.98,Enviado,a02aj000008MD6JAAW,a00aj00000hTUciAAG
Pedido-2931,a01aj00000wQ0qqAAC,2024-05-29,2678.57,Procesado,a02aj000008MD5vAAG,a00aj00000hTgyRAAS
Pedido-3735,a01aj00000wPw7MAAS,2024-08-16,4746.52,Cancelado,a02aj000008MD5LAAW,a00aj00000hTgy4AAC
Pedido-4438,a01aj00000wPw6uAAC,2024-04-04,2204.98,Procesado,a02aj000008MD6IAAW,a00aj00000hTzvVAAS
Pedido-814,a01aj00000wQ3kJAAS,2024-11-29,1539.87,Entregado,a02aj000008MD5VAAW,a00aj00000hTUckAAG
Pedido-3943,a01aj00000wQ3cSAAS,2024-12-17,1751.51,Cancelado,a02aj000008MD5RAAW,a00aj00000hTzwpAAC
Pedido-2807,a01aj00000wQ3u8AAC,2024-08-15,936.48,Cancelado,a02aj000008MD5jAAG,a00aj00000hTgyNAAS
Pedido-4938,a01aj00000wQ3jlAAC,2024-08-20,1429.24,Enviado,a02aj000008MD5wAAG,a00aj00000hTzw4AAC
Pedido-4323,a01aj00000wQ3haAAC,2024-04-04,2977.92,Entregado,a02aj000008MD5OAAW,a00aj00000hTUcNAAW
Pedido-4165,a01aj00000wQ3neAAC,2024-12-30,475.20,Pendiente,a02aj000008MD6JAAW,a00aj00000hTzwdAAC
Pedido-2391,a01aj00000wQ3qZAAS,2024-10-30,3662.75,Procesado,a02aj000008MD66AAG,a00aj00000hTzwcAAC
Pedido-473,a01aj00000wQ3kGAAS,2024-09-14,2717.96,Entregado,a02aj000008MD5rAAG,a00aj00000hTUcCAAW
Pedido-643,a01aj00000wQ3coAAC,2025-01-19,1461.02,Entregado,a02aj000008MD5yAAG,a00aj00000hTUcqAAG
Pedido-4961,a01aj00000wPY7BAAW,2024-08-06,1408.64,Cancelado,a02aj000008MD5fAAG,a00aj00000hTUc7AAG
Pedido-4343,a01aj00000wQ3kdAAC,2024-12-24,2013.20,Entregado,a02aj000008MD6MAAW,a00aj00000hTUcoAAG
Pedido-4263,a01aj00000wQ0pQAAS,2024-12-19,1812.34,Enviado,a02aj000008MD5iAAG,a00aj00000hTzvsAAC
Pedido-4940,a01aj00000wQ3kzAAC,2024-08-12,3250.24,Cancelado,a02aj000008MD5mAAG,a00aj00000hTgyJAAS
Pedido-3247,a01aj00000wQ3gyAAC,2024-08-08,1726.79,Pendiente,a02aj000008MD6AAAW,a00aj00000hTzwHAAS
Pedido-630,a01aj00000wQ3aDAAS,2024-06-11,4349.87,Entregado,a02aj000008MD5qAAG,a00aj00000hTUcwAAG
Pedido-1536,a01aj00000wQ3faAAC,2024-12-30,4565.36,Procesado,a02aj000008MD64AAG,a00aj00000hTzwJAAS
Pedido-2187,a01aj00000wQ3ssAAC,2024-04-19,953.80,Enviado,a02aj000008MD68AAG,a00aj00000hTUbsAAG
Pedido-4361,a01aj00000wQ3rqAAC,2025-01-20,4048.33,Enviado,a02aj000008MD5XAAW,a00aj00000hTzwVAAS
Pedido-1058,a01aj00000wQ3d5AAC,2024-11-28,2689.61,Procesado,a02aj000008MD5oAAG,a00aj00000hTzwMAAS
Pedido-1978,a01aj00000wQ3tHAAS,2024-09-23,4027.33,Procesado,a02aj000008MD5LAAW,a00aj00000hTgyZAAS
Pedido-1822,a01aj00000wQ3ckAAC,2024-08-25,4037.96,Pendiente,a02aj000008MD5KAAW,a00aj00000hTgyXAAS
Pedido-2905,a01aj00000wQ3u5AAC,2025-02-01,4766.62,Pendiente,a02aj000008MD6JAAW,a00aj00000hTUc1AAG
Pedido-3751,a01aj00000wQ3oqAAC,2024-12-25,2551.11,Pendiente,a02aj000008MD6JAAW,a00aj00000hTUcCAAW
Pedido-4467,a01aj00000wQ3rFAAS,2025-02-17,1069.75,Enviado,a02aj000008MD66AAG,a00aj00000hTUcNAAW
Pedido-4965,a01aj00000wQ3rdAAC,2024-10-26,618.00,Procesado,a02aj000008MD5RAAW,a00aj00000hTUckAAG
Pedido-1750,a01aj00000wQ3dNAAS,2024-06-28,2505.15,Procesado,a02aj000008MD5oAAG,a00aj00000hTUcvAAG
Pedido-4497,a01aj00000wQ3ncAAC,2024-12-13,4663.27,Entregado,a02aj000008MD69AAG,a00aj00000hTzwOAAS
Pedido-2617,a01aj00000wQ3cxAAC,2025-01-30,825.88,Entregado,a02aj000008MD67AAG,a00aj00000hTUcxAAG
Pedido-648,a01aj00000wQ3jqAAC,2024-03-27,953.43,Entregado,a02aj000008MD5uAAG,a00aj00000hTzx3AAC
Pedido-4541,a01aj00000wQ3jgAAC,2024-06-29,4259.55,Cancelado,a02aj000008MD5nAAG,a00aj00000hTzvsAAC
Pedido-879,a01aj00000wQ0pPAAS,2024-05-09,416.95,Enviado,a02aj000008MD5kAAG,a00aj00000hTzwMAAS
Pedido-3282,a01aj00000wQ3kwAAC,2024-11-06,2766.38,Procesado,a02aj000008MD6PAAW,a00aj00000hTUbmAAG
Pedido-2106,a01aj00000wQ0qJAAS,2024-09-08,700.56,Pendiente,a02aj000008MD6HAAW,a00aj00000hTzvwAAC
Pedido-1329,a01aj00000wQ3oDAAS,2024-07-31,2797.46,Enviado,a02aj000008MD62AAG,a00aj00000hTzw7AAC
Pedido-2336,a01aj00000wQ0pmAAC,2024-11-23,271.07,Procesado,a02aj000008MD68AAG,a00aj00000hTzwFAAS
Pedido-4831,a01aj00000wQ3lOAAS,2025-01-17,2836.62,Enviado,a02aj000008MD5OAAW,a00aj00000hTzw2AAC
Pedido-1315,a01aj00000wQ3smAAC,2024-10-25,679.68,Pendiente,a02aj000008MD5xAAG,a00aj00000hTzx2AAC
Pedido-1367,a01aj00000wQ3s6AAC,2025-02-22,1890.57,Entregado,a02aj000008MD6FAAW,a00aj00000hTzwQAAS
Pedido-531,a01aj00000wQ3teAAC,2025-01-31,2440.79,Cancelado,a02aj000008MD5VAAW,a00aj00000hTzwbAAC
Pedido-1960,a01aj00000wQ3nyAAC,2024-03-05,2307.28,Pendiente,a02aj000008MD6EAAW,a00aj00000hTgyBAAS
Pedido-3088,a01aj00000wQ3smAAC,2024-11-06,699.14,Pendiente,a02aj000008MD68AAG,a00aj00000hTUcNAAW
Pedido-4743,a01aj00000wQ3k8AAC,2024-10-06,4717.42,Cancelado,a02aj000008MD5TAAW,a00aj00000hTUbdAAG
Pedido-1320,a01aj00000wQ3isAAC,2024-12-08,2625.81,Entregado,a02aj000008MD5gAAG,a00aj00000hTUcuAAG
Pedido-4756,a01aj00000wQ3qvAAC,2024-08-25,718.65,Pendiente,a02aj000008MD5zAAG,a00aj00000hTgyaAAC
Pedido-3080,a01aj00000wQ3rVAAS,2024-10-27,3502.15,Procesado,a02aj000008MD5dAAG,a00aj00000hTUbhAAG
Pedido-732,a01aj00000wQ3kqAAC,2024-08-26,3064.98,Pendiente,a02aj000008MD6QAAW,a00aj00000hTUcPAAW
Pedido-4827,a01aj00000wPw74AAC,2024-03-12,3376.72,Cancelado,a02aj000008MD5vAAG,a00aj00000hTzwDAAS
Pedido-823,a01aj00000wQ3hYAAS,2024-12-15,3729.31,Procesado,a02aj000008MD5OAAW,a00aj00000hTUd2AAG
Pedido-2478,a01aj00000wQ3kCAAS,2024-08-23,1087.81,Entregado,a02aj000008MD5IAAW,a00aj00000hTzvhAAC
Pedido-2815,a01aj00000wPY8CAAW,2024-06-06,1995.60,Enviado,a02aj000008MD5zAAG,a00aj00000hTzwqAAC
Pedido-1590,a01aj00000wPw6ZAAS,2025-02-02,4356.88,Entregado,a02aj000008MD5ZAAW,a00aj00000hTzwwAAC
Pedido-1518,a01aj00000wPw6DAAS,2025-01-30,4656.63,Cancelado,a02aj000008MD5kAAG,a00aj00000hTUcOAAW
Pedido-668,a01aj00000wQ3kSAAS,2025-02-12,4831.75,Pendiente,a02aj000008MD5OAAW,a00aj00000hTzwIAAS
Pedido-1117,a01aj00000wQ3jtAAC,2025-01-17,216.91,Cancelado,a02aj000008MD6QAAW,a00aj00000hTgybAAC
Pedido-546,a01aj00000wQ3ivAAC,2024-12-08,2350.61,Enviado,a02aj000008MD5aAAG,a00aj00000hTUcaAAG
Pedido-234,a01aj00000wQ0pRAAS,2025-02-17,1992.70,Pendiente,a02aj000008MD5dAAG,a00aj00000hTgyJAAS
Pedido-641,a01aj00000wQ3fPAAS,2024-09-17,4870.55,Enviado,a02aj000008MD5qAAG,a00aj00000hTzwBAAS
Pedido-781,a01aj00000wQ3hNAAS,2024-10-07,734.86,Cancelado,a02aj000008MD5MAAW,a00aj00000hTUczAAG
Pedido-1788,a01aj00000wQ3qnAAC,2024-10-03,2239.34,Procesado,a02aj000008MD6BAAW,a00aj00000hTUbcAAG
Pedido-2002,a01aj00000wQ3jRAAS,2024-08-26,4726.00,Procesado,a02aj000008MD6QAAW,a00aj00000hTzvZAAS
Pedido-1683,a01aj00000wQ3qwAAC,2024-03-19,3812.24,Pendiente,a02aj000008MD6RAAW,a00aj00000hTzvsAAC
Pedido-2448,a01aj00000wQ3cZAAS,2024-11-21,3598.16,Enviado,a02aj000008MD6OAAW,a00aj00000hTzvrAAC
Pedido-2277,a01aj00000wQ3dDAAS,2024-09-27,1688.15,Cancelado,a02aj000008MD6MAAW,a00aj00000hTzw3AAC
Pedido-1091,a01aj00000wQ3fIAAS,2025-02-05,2785.24,Cancelado,a02aj000008MD5HAAW,a00aj00000hTUbkAAG
Pedido-291,a01aj00000wQ3rUAAS,2024-12-06,902.78,Procesado,a02aj000008MD5uAAG,a00aj00000hTzwfAAC
Pedido-2575,a01aj00000wQ3t6AAC,2024-12-21,476.35,Enviado,a02aj000008MD5uAAG,a00aj00000hTUc9AAG
Pedido-2955,a01aj00000wQ3kYAAS,2024-07-14,2640.90,Procesado,a02aj000008MD6MAAW,a00aj00000hTgy4AAC
Pedido-2645,a01aj00000wQ3ZCAA0,2024-09-07,1796.95,Cancelado,a02aj000008MD5RAAW,a00aj00000hTzwYAAS
Pedido-3839,a01aj00000wQ3nzAAC,2024-12-20,3827.12,Enviado,a02aj000008MD6BAAW,a00aj00000hTgy7AAC
Pedido-1580,a01aj00000wQ3hEAAS,2024-12-01,4474.55,Procesado,a02aj000008MD65AAG,a00aj00000hTUbuAAG
Pedido-2481,a01aj00000wQ3lXAAS,2024-09-21,2668.38,Pendiente,a02aj000008MD5dAAG,a00aj00000hTgxyAAC
Pedido-2541,a01aj00000wQ3gmAAC,2024-12-21,2082.76,Entregado,a02aj000008MD5JAAW,a00aj00000hTUczAAG
Pedido-1462,a01aj00000wPY6pAAG,2024-04-29,2974.95,Cancelado,a02aj000008MD6HAAW,a00aj00000hTzwyAAC
Pedido-151,a01aj00000wQ3ZKAA0,2024-09-11,266.45,Pendiente,a02aj000008MD5gAAG,a00aj00000hTUd1AAG
Pedido-3759,a01aj00000wPY7iAAG,2024-03-10,2454.04,Cancelado,a02aj000008MD6RAAW,a00aj00000hTUcEAAW
Pedido-780,a01aj00000wQ3hHAAS,2024-05-31,1128.31,Cancelado,a02aj000008MD5yAAG,a00aj00000hTzvZAAS
Pedido-3101,a01aj00000wQ3nrAAC,2024-05-07,832.27,Procesado,a02aj000008MD5rAAG,a00aj00000hTzvkAAC
Pedido-3201,a01aj00000wPY7KAAW,2024-10-18,1792.34,Procesado,a02aj000008MD62AAG,a00aj00000hTgxtAAC
Pedido-3566,a01aj00000wQ3rDAAS,2024-10-30,4458.54,Pendiente,a02aj000008MD5OAAW,a00aj00000hTUcwAAG
Pedido-2583,a01aj00000wPw78AAC,2025-02-20,1344.94,Pendiente,a02aj000008MD5bAAG,a00aj00000hTzwVAAS
Pedido-2513,a01aj00000wQ3ivAAC,2024-10-16,2073.06,Enviado,a02aj000008MD6CAAW,a00aj00000hTUcuAAG
Pedido-106,a01aj00000wPY76AAG,2024-07-06,2703.21,Pendiente,a02aj000008MD5hAAG,a00aj00000hTgxsAAC
