N̼mero de Pedido,Cliente,Fecha del Pedido,Monto Total,Estado del Pedido,Ejecutivo Responsable,Producto Comprado
Pedido-4312,a01aj00000wQ3kVAAS,2025-02-04,1224.48,Procesado,a02aj000008MD6EAAW,Producto 21
Pedido-2059,a01aj00000wQ3i6AAC,2024-06-29,189.99,Pendiente,a02aj000008MD5oAAG,Producto 101
Pedido-659,a01aj00000wQ3cBAAS,2024-06-07,368.95,Cancelado,a02aj000008MD5aAAG,Producto 39
Pedido-2127,a01aj00000wQ3lGAAS,2024-08-05,424.27,Cancelado,a02aj000008MD6RAAW,Producto 150
Pedido-1019,a01aj00000wQ3jWAAS,2024-07-20,4945.39,Procesado,a02aj000008MD5kAAG,Producto 189
Pedido-949,a01aj00000wPw61AAC,2024-11-29,2175.28,Enviado,a02aj000008MD6CAAW,Producto 290
Pedido-3197,a01aj00000wQ3geAAC,2024-07-03,2824.57,Entregado,a02aj000008MD5dAAG,Producto 284
Pedido-365,a01aj00000wQ3nXAAS,2025-02-01,3686.46,Cancelado,a02aj000008MD5NAAW,Producto 114
Pedido-896,a01aj00000wQ3dJAAS,2025-02-02,1318.33,Cancelado,a02aj000008MD6JAAW,Producto 250
Pedido-3377,a01aj00000wQ3YoAAK,2024-12-01,4731.21,Entregado,a02aj000008MD5vAAG,Producto 131
Pedido-3826,a01aj00000wQ3d0AAC,2024-06-02,1030.54,Pendiente,a02aj000008MD5fAAG,Producto 163
Pedido-4054,a01aj00000wQ3cAAAS,2025-01-03,1264.31,Entregado,a02aj000008MD5QAAW,Producto 40
Pedido-815,a01aj00000wQ3jLAAS,2024-06-07,3924.89,Entregado,a02aj000008MD67AAG,Producto 231
Pedido-4722,a01aj00000wQ0qEAAS,2025-01-20,4613.74,Cancelado,a02aj000008MD62AAG,Producto 254
Pedido-1825,a01aj00000wPw6DAAS,2024-09-04,2416.46,Cancelado,a02aj000008MD6HAAW,Producto 2
Pedido-747,a01aj00000wQ3dGAAS,2024-10-18,3290.24,Enviado,a02aj000008MD6AAAW,Producto 216
Pedido-1302,a01aj00000wQ3uAAAS,2024-12-18,2302.58,Cancelado,a02aj000008MD5YAAW,Producto 118
Pedido-543,a01aj00000wQ3ndAAC,2024-04-08,1156.34,Procesado,a02aj000008MD5TAAW,Producto 88
Pedido-111,a01aj00000wQ3sQAAS,2024-04-17,3137.97,Entregado,a02aj000008MD5WAAW,Producto 294
Pedido-4139,a01aj00000wQ3t6AAC,2024-03-16,2180.88,Pendiente,a02aj000008MD5fAAG,Producto 114
Pedido-4705,a01aj00000wQ3qYAAS,2024-11-03,3533.36,Enviado,a02aj000008MD5aAAG,Producto 6
Pedido-3689,a01aj00000wQ3ohAAC,2025-01-13,3544.44,Pendiente,a02aj000008MD5yAAG,Producto 93
Pedido-4224,a01aj00000wQ3ZuAAK,2024-04-14,4507.03,Procesado,a02aj000008MD6MAAW,Producto 100
Pedido-2788,a01aj00000wQ3dGAAS,2025-02-23,924.71,Entregado,a02aj000008MD6MAAW,Producto 86
Pedido-2248,a01aj00000wQ3gkAAC,2024-09-27,2793.50,Procesado,a02aj000008MD5UAAW,Producto 224
Pedido-2007,a01aj00000wQ3rQAAS,2024-12-09,272.14,Cancelado,a02aj000008MD5WAAW,Producto 4
Pedido-4293,a01aj00000wQ3sJAAS,2024-11-24,2528.99,Pendiente,a02aj000008MD5oAAG,Producto 256
Pedido-4515,a01aj00000wQ3cdAAC,2024-07-08,1469.21,Entregado,a02aj000008MD6JAAW,Producto 170
Pedido-2594,a01aj00000wQ3h0AAC,2025-02-14,3609.26,Entregado,a02aj000008MD5vAAG,Producto 163
Pedido-3599,a01aj00000wQ0qOAAS,2024-06-23,3838.55,Enviado,a02aj000008MD6OAAW,Producto 47
Pedido-2404,a01aj00000wQ0pjAAC,2024-11-07,3242.57,Cancelado,a02aj000008MD5FAAW,Producto 92
Pedido-2832,a01aj00000wQ0pZAAS,2025-02-22,2266.05,Enviado,a02aj000008MD6KAAW,Producto 244
Pedido-1136,a01aj00000wPY78AAG,2024-02-29,1735.66,Enviado,a02aj000008MD6GAAW,Producto 189
Pedido-2660,a01aj00000wQ3qnAAC,2024-11-05,4169.01,Procesado,a02aj000008MD68AAG,Producto 259
Pedido-3209,a01aj00000wQ3jBAAS,2024-12-13,4851.69,Enviado,a02aj000008MD6FAAW,Producto 12
Pedido-1003,a01aj00000wQ3kLAAS,2024-04-09,2877.96,Procesado,a02aj000008MD62AAG,Producto 208
Pedido-4729,a01aj00000wQ3tvAAC,2024-03-15,280.12,Procesado,a02aj000008MD6MAAW,Producto 32
Pedido-3722,a01aj00000wQ3d7AAC,2024-12-11,3131.92,Procesado,a02aj000008MD5FAAW,Producto 198
Pedido-1278,a01aj00000wQ3t5AAC,2024-09-27,1086.05,Enviado,a02aj000008MD6MAAW,Producto 33
Pedido-2615,a01aj00000wQ3iOAAS,2024-11-26,682.99,Entregado,a02aj000008MD5YAAW,Producto 71
Pedido-510,a01aj00000wPY7gAAG,2024-11-14,1400.08,Entregado,a02aj000008MD5WAAW,Producto 174
Pedido-1797,a01aj00000wQ3rlAAC,2025-02-07,2723.88,Pendiente,a02aj000008MD6LAAW,Producto 40
Pedido-192,a01aj00000wQ3s3AAC,2024-10-27,2668.82,Pendiente,a02aj000008MD6EAAW,Producto 57
Pedido-1687,a01aj00000wPw6SAAS,2024-05-16,3940.20,Entregado,a02aj000008MD5UAAW,Producto 191
Pedido-3843,a01aj00000wQ3nkAAC,2024-09-07,2585.83,Entregado,a02aj000008MD5oAAG,Producto 207
Pedido-257,a01aj00000wQ3sCAAS,2024-09-15,140.10,Enviado,a02aj000008MD5dAAG,Producto 203
Pedido-2026,a01aj00000wQ3dKAAS,2024-10-02,1619.92,Entregado,a02aj000008MD5yAAG,Producto 192
Pedido-657,a01aj00000wQ3d5AAC,2024-12-07,2887.39,Enviado,a02aj000008MD6DAAW,Producto 211
Pedido-1557,a01aj00000wPY7fAAG,2024-07-15,137.96,Cancelado,a02aj000008MD5UAAW,Producto 57
Pedido-3822,a01aj00000wPw66AAC,2024-12-22,2642.31,Cancelado,a02aj000008MD5xAAG,Producto 103
Pedido-1465,a01aj00000wPY7AAAW,2024-06-13,4942.22,Pendiente,a02aj000008MD6KAAW,Producto 10
Pedido-1352,a01aj00000wQ3naAAC,2025-01-10,1850.28,Enviado,a02aj000008MD6IAAW,Producto 76
Pedido-1018,a01aj00000wQ3uNAAS,2024-07-14,1646.96,Pendiente,a02aj000008MD5aAAG,Producto 172
Pedido-4848,a01aj00000wPw6MAAS,2025-02-17,3460.10,Entregado,a02aj000008MD6JAAW,Producto 37
Pedido-4814,a01aj00000wQ3ZeAAK,2024-04-16,4284.59,Procesado,a02aj000008MD5SAAW,Producto 15
Pedido-2720,a01aj00000wPw6OAAS,2024-08-27,4071.32,Procesado,a02aj000008MD64AAG,Producto 40
Pedido-763,a01aj00000wPw6uAAC,2024-04-09,1439.40,Entregado,a02aj000008MD5SAAW,Producto 285
Pedido-4484,a01aj00000wPY79AAG,2024-08-28,3573.44,Enviado,a02aj000008MD5mAAG,Producto 54
Pedido-3885,a01aj00000wPY7eAAG,2024-10-05,4307.13,Entregado,a02aj000008MD63AAG,Producto 107
Pedido-2667,a01aj00000wQ3coAAC,2024-05-03,3102.16,Cancelado,a02aj000008MD66AAG,Producto 252
Pedido-36,a01aj00000wQ3ghAAC,2024-06-29,4144.34,Procesado,a02aj000008MD5ZAAW,Producto 123
Pedido-4788,a01aj00000wQ3j0AAC,2024-03-23,2151.82,Pendiente,a02aj000008MD64AAG,Producto 104
Pedido-2786,a01aj00000wPY7OAAW,2024-05-23,2035.10,Cancelado,a02aj000008MD65AAG,Producto 129
Pedido-3938,a01aj00000wPw7QAAS,2025-01-09,2548.38,Procesado,a02aj000008MD5vAAG,Producto 258
Pedido-2224,a01aj00000wQ3gcAAC,2024-11-26,1750.99,Enviado,a02aj000008MD5tAAG,Producto 83
Pedido-4619,a01aj00000wQ3uLAAS,2024-06-13,1692.35,Enviado,a02aj000008MD6HAAW,Producto 175
Pedido-177,a01aj00000wPw71AAC,2024-05-22,3678.01,Cancelado,a02aj000008MD5XAAW,Producto 250
Pedido-2835,a01aj00000wPY8AAAW,2024-09-23,4379.72,Enviado,a02aj000008MD6PAAW,Producto 80
Pedido-1213,a01aj00000wQ3aLAAS,2024-04-24,1261.80,Enviado,a02aj000008MD5OAAW,Producto 9
Pedido-4594,a01aj00000wQ0pXAAS,2024-05-17,2274.50,Entregado,a02aj000008MD5dAAG,Producto 68
Pedido-1611,a01aj00000wQ3lXAAS,2024-08-27,1442.67,Cancelado,a02aj000008MD68AAG,Producto 44
Pedido-1675,a01aj00000wPw6MAAS,2024-10-02,4537.31,Procesado,a02aj000008MD5lAAG,Producto 294
Pedido-395,a01aj00000wQ3t8AAC,2025-01-07,3836.16,Cancelado,a02aj000008MD6NAAW,Producto 187
Pedido-2344,a01aj00000wQ3cZAAS,2024-06-26,3259.17,Pendiente,a02aj000008MD6HAAW,Producto 269
Pedido-4477,a01aj00000wPY7JAAW,2025-01-16,4402.41,Enviado,a02aj000008MD5lAAG,Producto 162
Pedido-2509,a01aj00000wQ3oiAAC,2024-05-26,2171.29,Entregado,a02aj000008MD6BAAW,Producto 19
Pedido-2338,a01aj00000wQ3tpAAC,2024-12-05,2554.28,Entregado,a02aj000008MD5cAAG,Producto 186
Pedido-1033,a01aj00000wQ3rAAAS,2024-03-20,2312.25,Procesado,a02aj000008MD5jAAG,Producto 152
Pedido-1190,a01aj00000wPY7yAAG,2024-04-21,667.54,Enviado,a02aj000008MD60AAG,Producto 220
Pedido-3965,a01aj00000wQ3nuAAC,2024-07-23,3440.55,Cancelado,a02aj000008MD5sAAG,Producto 161
Pedido-681,a01aj00000wQ3hxAAC,2024-09-09,1269.08,Cancelado,a02aj000008MD5YAAW,Producto 176
Pedido-4040,a01aj00000wQ3s2AAC,2025-01-09,2075.15,Procesado,a02aj000008MD5XAAW,Producto 143
Pedido-4038,a01aj00000wPY7TAAW,2024-03-17,3173.76,Entregado,a02aj000008MD5QAAW,Producto 123
Pedido-4385,a01aj00000wQ3rJAAS,2024-08-10,609.56,Procesado,a02aj000008MD5aAAG,Producto 256
Pedido-3502,a01aj00000wPw7DAAS,2024-10-20,2260.89,Cancelado,a02aj000008MD62AAG,Producto 138
Pedido-4157,a01aj00000wQ3a1AAC,2024-08-06,4084.40,Enviado,a02aj000008MD5VAAW,Producto 90
Pedido-3327,a01aj00000wQ3tgAAC,2024-10-20,4749.84,Procesado,a02aj000008MD6OAAW,Producto 2
Pedido-1765,a01aj00000wQ3hoAAC,2024-07-27,249.96,Cancelado,a02aj000008MD5VAAW,Producto 142
Pedido-4830,a01aj00000wQ3lGAAS,2025-02-06,1720.18,Enviado,a02aj000008MD5kAAG,Producto 182
Pedido-533,a01aj00000wQ0q8AAC,2024-12-11,1657.99,Enviado,a02aj000008MD69AAG,Producto 251
Pedido-3367,a01aj00000wQ3uBAAS,2024-12-11,1968.45,Cancelado,a02aj000008MD60AAG,Producto 277
Pedido-320,a01aj00000wQ3t3AAC,2024-06-15,4735.56,Cancelado,a02aj000008MD65AAG,Producto 180
Pedido-47,a01aj00000wQ3oMAAS,2024-04-20,2094.75,Pendiente,a02aj000008MD5JAAW,Producto 289
Pedido-3424,a01aj00000wQ3tCAAS,2024-10-22,1364.70,Enviado,a02aj000008MD5NAAW,Producto 52
Pedido-3035,a01aj00000wPw6dAAC,2024-04-19,743.49,Enviado,a02aj000008MD6FAAW,Producto 112
Pedido-1728,a01aj00000wQ3qoAAC,2024-05-22,4651.16,Cancelado,a02aj000008MD5QAAW,Producto 184
Pedido-816,a01aj00000wQ3nGAAS,2024-05-21,2140.08,Pendiente,a02aj000008MD5SAAW,Producto 49
Pedido-3603,a01aj00000wQ3l0AAC,2024-09-14,3916.95,Procesado,a02aj000008MD5SAAW,Producto 21
Pedido-446,a01aj00000wQ3ZUAA0,2024-11-14,3822.72,Pendiente,a02aj000008MD6QAAW,Producto 255
Pedido-654,a01aj00000wQ3kBAAS,2025-01-30,1356.04,Entregado,a02aj000008MD5NAAW,Producto 156
Pedido-1818,a01aj00000wPw78AAC,2024-10-04,4546.67,Enviado,a02aj000008MD5mAAG,Producto 200
Pedido-3752,a01aj00000wQ0qHAAS,2024-12-02,1626.22,Procesado,a02aj000008MD66AAG,Producto 166
Pedido-2791,a01aj00000wQ3t6AAC,2024-11-03,4345.35,Cancelado,a02aj000008MD5JAAW,Producto 164
Pedido-4015,a01aj00000wPw6xAAC,2024-08-25,158.01,Pendiente,a02aj000008MD5FAAW,Producto 240
Pedido-3791,a01aj00000wQ3hMAAS,2024-07-24,4557.41,Pendiente,a02aj000008MD5KAAW,Producto 67
Pedido-298,a01aj00000wQ3uNAAS,2024-04-19,2108.95,Pendiente,a02aj000008MD6BAAW,Producto 232
Pedido-3361,a01aj00000wQ3ifAAC,2024-12-19,1245.40,Enviado,a02aj000008MD5iAAG,Producto 110
Pedido-539,a01aj00000wQ3Z5AAK,2024-05-03,3139.14,Pendiente,a02aj000008MD5lAAG,Producto 206
Pedido-1576,a01aj00000wQ3cMAAS,2024-03-21,2234.93,Cancelado,a02aj000008MD5NAAW,Producto 15
Pedido-694,a01aj00000wQ3sfAAC,2024-04-10,800.44,Enviado,a02aj000008MD6OAAW,Producto 297
Pedido-1817,a01aj00000wQ3kbAAC,2024-09-14,483.33,Entregado,a02aj000008MD6RAAW,Producto 184
Pedido-3720,a01aj00000wQ3YmAAK,2024-04-28,2766.11,Entregado,a02aj000008MD5bAAG,Producto 148
Pedido-4344,a01aj00000wQ3nRAAS,2024-03-24,3488.42,Pendiente,a02aj000008MD69AAG,Producto 250
Pedido-1819,a01aj00000wQ3lAAAS,2025-02-14,2396.48,Procesado,a02aj000008MD5OAAW,Producto 217
Pedido-4622,a01aj00000wQ3cAAAS,2024-07-20,3869.51,Pendiente,a02aj000008MD6OAAW,Producto 21
Pedido-415,a01aj00000wQ3t0AAC,2024-04-12,2040.76,Entregado,a02aj000008MD6QAAW,Producto 287
Pedido-3233,a01aj00000wQ0pXAAS,2024-12-29,3665.88,Cancelado,a02aj000008MD5rAAG,Producto 243
Pedido-1168,a01aj00000wQ3hhAAC,2024-11-24,2916.43,Enviado,a02aj000008MD6BAAW,Producto 77
Pedido-2718,a01aj00000wPY80AAG,2024-04-09,553.63,Enviado,a02aj000008MD6CAAW,Producto 217
Pedido-433,a01aj00000wQ0qcAAC,2024-07-02,1892.09,Procesado,a02aj000008MD5kAAG,Producto 2
Pedido-1216,a01aj00000wQ3aEAAS,2024-03-22,2579.15,Pendiente,a02aj000008MD5MAAW,Producto 221
Pedido-2505,a01aj00000wQ3ggAAC,2025-02-23,978.97,Cancelado,a02aj000008MD5aAAG,Producto 239
Pedido-4887,a01aj00000wQ3lWAAS,2024-10-11,793.40,Pendiente,a02aj000008MD6BAAW,Producto 183
Pedido-4727,a01aj00000wQ3gmAAC,2024-03-07,4352.67,Pendiente,a02aj000008MD6LAAW,Producto 148
Pedido-670,a01aj00000wQ3ogAAC,2025-01-04,3281.49,Entregado,a02aj000008MD68AAG,Producto 98
Pedido-1286,a01aj00000wQ3olAAC,2025-01-20,445.97,Entregado,a02aj000008MD5hAAG,Producto 32
Pedido-2319,a01aj00000wQ3fjAAC,2024-09-02,1144.98,Enviado,a02aj000008MD5vAAG,Producto 8
Pedido-2590,a01aj00000wQ3oPAAS,2024-09-18,1308.12,Enviado,a02aj000008MD5YAAW,Producto 165
Pedido-4439,a01aj00000wQ3r9AAC,2024-03-17,4599.33,Cancelado,a02aj000008MD6EAAW,Producto 117
Pedido-4921,a01aj00000wQ3dYAAS,2024-10-22,3961.43,Pendiente,a02aj000008MD6MAAW,Producto 39
Pedido-1327,a01aj00000wQ3cwAAC,2024-04-11,1052.07,Procesado,a02aj000008MD6AAAW,Producto 53
Pedido-3874,a01aj00000wQ3gSAAS,2024-03-30,195.14,Enviado,a02aj000008MD5fAAG,Producto 2
Pedido-416,a01aj00000wQ0qyAAC,2025-02-08,2197.91,Cancelado,a02aj000008MD5FAAW,Producto 301
Pedido-1887,a01aj00000wQ3hxAAC,2024-05-16,1622.71,Cancelado,a02aj000008MD6BAAW,Producto 61
Pedido-3565,a01aj00000wQ3u0AAC,2024-11-02,4238.76,Pendiente,a02aj000008MD6IAAW,Producto 208
Pedido-3831,a01aj00000wQ3qrAAC,2025-02-23,1210.01,Entregado,a02aj000008MD66AAG,Producto 270
Pedido-1833,a01aj00000wQ3hNAAS,2024-09-29,1737.77,Procesado,a02aj000008MD5VAAW,Producto 240
Pedido-2735,a01aj00000wQ3nIAAS,2024-07-26,2213.89,Entregado,a02aj000008MD6OAAW,Producto 183
Pedido-1725,a01aj00000wQ3caAAC,2024-06-30,2452.38,Procesado,a02aj000008MD5YAAW,Producto 26
Pedido-274,a01aj00000wQ3c8AAC,2024-08-06,3136.07,Cancelado,a02aj000008MD5tAAG,Producto 5
Pedido-2331,a01aj00000wQ3frAAC,2024-04-22,3468.70,Procesado,a02aj000008MD5xAAG,Producto 193
Pedido-3680,a01aj00000wQ3sCAAS,2024-09-20,1749.89,Enviado,a02aj000008MD5yAAG,Producto 254
Pedido-1874,a01aj00000wPY82AAG,2024-04-23,943.44,Procesado,a02aj000008MD5PAAW,Producto 225
Pedido-1449,a01aj00000wQ3jdAAC,2025-02-21,640.25,Cancelado,a02aj000008MD5zAAG,Producto 100
Pedido-946,a01aj00000wQ3jKAAS,2024-07-02,2580.55,Enviado,a02aj000008MD67AAG,Producto 298
Pedido-1024,a01aj00000wQ3hiAAC,2025-01-31,4793.04,Enviado,a02aj000008MD5YAAW,Producto 279
Pedido-4584,a01aj00000wQ3ZgAAK,2024-05-02,538.98,Enviado,a02aj000008MD6JAAW,Producto 160
Pedido-2931,a01aj00000wQ0qqAAC,2024-05-29,2678.57,Procesado,a02aj000008MD5vAAG,Producto 229
Pedido-1627,a01aj00000wQ3ceAAC,2024-06-09,3670.84,Entregado,a02aj000008MD6NAAW,Producto 3
Pedido-3735,a01aj00000wPw7MAAS,2024-08-16,4746.52,Cancelado,a02aj000008MD5LAAW,Producto 46
Pedido-4438,a01aj00000wPw6uAAC,2024-04-04,2204.98,Procesado,a02aj000008MD6IAAW,Producto 150
Pedido-814,a01aj00000wQ3kJAAS,2024-11-29,1539.87,Entregado,a02aj000008MD5VAAW,Producto 80
Pedido-3943,a01aj00000wQ3cSAAS,2024-12-17,1751.51,Cancelado,a02aj000008MD5RAAW,Producto 173
Pedido-2807,a01aj00000wQ3u8AAC,2024-08-15,936.48,Cancelado,a02aj000008MD5jAAG,Producto 16
Pedido-4938,a01aj00000wQ3jlAAC,2024-08-20,1429.24,Enviado,a02aj000008MD5wAAG,Producto 117
Pedido-4323,a01aj00000wQ3haAAC,2024-04-04,2977.92,Entregado,a02aj000008MD5OAAW,Producto 250
Pedido-4165,a01aj00000wQ3neAAC,2024-12-30,475.20,Pendiente,a02aj000008MD6JAAW,Producto 217
Pedido-2391,a01aj00000wQ3qZAAS,2024-10-30,3662.75,Procesado,a02aj000008MD66AAG,Producto 91
Pedido-473,a01aj00000wQ3kGAAS,2024-09-14,2717.96,Entregado,a02aj000008MD5rAAG,Producto 120
Pedido-412,a01aj00000wQ3htAAC,2024-05-04,1990.36,Cancelado,a02aj000008MD68AAG,Producto 162
Pedido-3832,a01aj00000wQ3odAAC,2024-12-02,3681.53,Cancelado,a02aj000008MD5YAAW,Producto 123
Pedido-279,a01aj00000wQ3jWAAS,2024-07-27,1613.83,Enviado,a02aj000008MD66AAG,Producto 168
Pedido-643,a01aj00000wQ3coAAC,2025-01-19,1461.02,Entregado,a02aj000008MD5yAAG,Producto 172
Pedido-4961,a01aj00000wPY7BAAW,2024-08-06,1408.64,Cancelado,a02aj000008MD5fAAG,Producto 196
Pedido-4343,a01aj00000wQ3kdAAC,2024-12-24,2013.20,Entregado,a02aj000008MD6MAAW,Producto 183
Pedido-4263,a01aj00000wQ0pQAAS,2024-12-19,1812.34,Enviado,a02aj000008MD5iAAG,Producto 127
Pedido-2868,a01aj00000wQ3k7AAC,2024-11-08,153.56,Cancelado,a02aj000008MD5fAAG,Producto 300
Pedido-4940,a01aj00000wQ3kzAAC,2024-08-12,3250.24,Cancelado,a02aj000008MD5mAAG,Producto 240
Pedido-3247,a01aj00000wQ3gyAAC,2024-08-08,1726.79,Pendiente,a02aj000008MD6AAAW,Producto 247
Pedido-630,a01aj00000wQ3aDAAS,2024-06-11,4349.87,Entregado,a02aj000008MD5qAAG,Producto 12
Pedido-1536,a01aj00000wQ3faAAC,2024-12-30,4565.36,Procesado,a02aj000008MD64AAG,Producto 296
Pedido-2187,a01aj00000wQ3ssAAC,2024-04-19,953.80,Enviado,a02aj000008MD68AAG,Producto 249
Pedido-4361,a01aj00000wQ3rqAAC,2025-01-20,4048.33,Enviado,a02aj000008MD5XAAW,Producto 281
Pedido-1058,a01aj00000wQ3d5AAC,2024-11-28,2689.61,Procesado,a02aj000008MD5oAAG,Producto 198
Pedido-1978,a01aj00000wQ3tHAAS,2024-09-23,4027.33,Procesado,a02aj000008MD5LAAW,Producto 222
Pedido-1822,a01aj00000wQ3ckAAC,2024-08-25,4037.96,Pendiente,a02aj000008MD5KAAW,Producto 147
Pedido-2905,a01aj00000wQ3u5AAC,2025-02-01,4766.62,Pendiente,a02aj000008MD6JAAW,Producto 241
Pedido-3751,a01aj00000wQ3oqAAC,2024-12-25,2551.11,Pendiente,a02aj000008MD6JAAW,Producto 120
Pedido-4467,a01aj00000wQ3rFAAS,2025-02-17,1069.75,Enviado,a02aj000008MD66AAG,Producto 250
Pedido-4965,a01aj00000wQ3rdAAC,2024-10-26,618.00,Procesado,a02aj000008MD5RAAW,Producto 80
Pedido-1750,a01aj00000wQ3dNAAS,2024-06-28,2505.15,Procesado,a02aj000008MD5oAAG,Producto 17
Pedido-4497,a01aj00000wQ3ncAAC,2024-12-13,4663.27,Entregado,a02aj000008MD69AAG,Producto 213
Pedido-2617,a01aj00000wQ3cxAAC,2025-01-30,825.88,Entregado,a02aj000008MD67AAG,Producto 159
Pedido-648,a01aj00000wQ3jqAAC,2024-03-27,953.43,Entregado,a02aj000008MD5uAAG,Producto 124
Pedido-4541,a01aj00000wQ3jgAAC,2024-06-29,4259.55,Cancelado,a02aj000008MD5nAAG,Producto 127
Pedido-879,a01aj00000wQ0pPAAS,2024-05-09,416.95,Enviado,a02aj000008MD5kAAG,Producto 198
Pedido-4083,a01aj00000wQ3a6AAC,2024-07-14,1328.60,Entregado,a02aj000008MD5KAAW,Producto 207
Pedido-380,a01aj00000wQ3kSAAS,2024-08-07,2815.87,Enviado,a02aj000008MD5yAAG,Producto 301
Pedido-3282,a01aj00000wQ3kwAAC,2024-11-06,2766.38,Procesado,a02aj000008MD6PAAW,Producto 149
Pedido-2106,a01aj00000wQ0qJAAS,2024-09-08,700.56,Pendiente,a02aj000008MD6HAAW,Producto 114
Pedido-1329,a01aj00000wQ3oDAAS,2024-07-31,2797.46,Enviado,a02aj000008MD62AAG,Producto 122
Pedido-2336,a01aj00000wQ0pmAAC,2024-11-23,271.07,Procesado,a02aj000008MD68AAG,Producto 109
Pedido-3021,a01aj00000wQ0pbAAC,2024-11-03,1787.15,Cancelado,a02aj000008MD5qAAG,Producto 133
Pedido-2968,a01aj00000wQ3o7AAC,2025-02-21,3878.17,Pendiente,a02aj000008MD5zAAG,Producto 300
Pedido-4831,a01aj00000wQ3lOAAS,2025-01-17,2836.62,Enviado,a02aj000008MD5OAAW,Producto 178
Pedido-4159,a01aj00000wQ3uCAAS,2024-12-30,2023.56,Cancelado,a02aj000008MD5rAAG,Producto 36
Pedido-1480,a01aj00000wQ3g3AAC,2024-05-03,1298.36,Cancelado,a02aj000008MD5WAAW,Producto 133
Pedido-1315,a01aj00000wQ3smAAC,2024-10-25,679.68,Pendiente,a02aj000008MD5xAAG,Producto 6
Pedido-1367,a01aj00000wQ3s6AAC,2025-02-22,1890.57,Entregado,a02aj000008MD6FAAW,Producto 14
Pedido-1139,a01aj00000wQ3haAAC,2024-10-12,413.18,Pendiente,a02aj000008MD5rAAG,Producto 300
Pedido-531,a01aj00000wQ3teAAC,2025-01-31,2440.79,Cancelado,a02aj000008MD5VAAW,Producto 43
Pedido-1960,a01aj00000wQ3nyAAC,2024-03-05,2307.28,Pendiente,a02aj000008MD6EAAW,Producto 155
Pedido-3088,a01aj00000wQ3smAAC,2024-11-06,699.14,Pendiente,a02aj000008MD68AAG,Producto 250
Pedido-4422,a01aj00000wQ3r1AAC,2024-07-16,2670.76,Pendiente,a02aj000008MD5rAAG,Producto 237
Pedido-4743,a01aj00000wQ3k8AAC,2024-10-06,4717.42,Cancelado,a02aj000008MD5TAAW,Producto 111
Pedido-1320,a01aj00000wQ3isAAC,2024-12-08,2625.81,Entregado,a02aj000008MD5gAAG,Producto 74
Pedido-4756,a01aj00000wQ3qvAAC,2024-08-25,718.65,Pendiente,a02aj000008MD5zAAG,Producto 251
Pedido-3080,a01aj00000wQ3rVAAS,2024-10-27,3502.15,Procesado,a02aj000008MD5dAAG,Producto 197
Pedido-732,a01aj00000wQ3kqAAC,2024-08-26,3064.98,Pendiente,a02aj000008MD6QAAW,Producto 75
Pedido-4827,a01aj00000wPw74AAC,2024-03-12,3376.72,Cancelado,a02aj000008MD5vAAG,Producto 85
Pedido-823,a01aj00000wQ3hYAAS,2024-12-15,3729.31,Procesado,a02aj000008MD5OAAW,Producto 18
Pedido-2478,a01aj00000wQ3kCAAS,2024-08-23,1087.81,Entregado,a02aj000008MD5IAAW,Producto 126
Pedido-2815,a01aj00000wPY8CAAW,2024-06-06,1995.60,Enviado,a02aj000008MD5zAAG,Producto 100
Pedido-1590,a01aj00000wPw6ZAAS,2025-02-02,4356.88,Entregado,a02aj000008MD5ZAAW,Producto 242
Pedido-1518,a01aj00000wPw6DAAS,2025-01-30,4656.63,Cancelado,a02aj000008MD5kAAG,Producto 279
Pedido-668,a01aj00000wQ3kSAAS,2025-02-12,4831.75,Pendiente,a02aj000008MD5OAAW,Producto 252
Pedido-1117,a01aj00000wQ3jtAAC,2025-01-17,216.91,Cancelado,a02aj000008MD6QAAW,Producto 5
Pedido-546,a01aj00000wQ3ivAAC,2024-12-08,2350.61,Enviado,a02aj000008MD5aAAG,Producto 256
Pedido-234,a01aj00000wQ0pRAAS,2025-02-17,1992.70,Pendiente,a02aj000008MD5dAAG,Producto 240
Pedido-3650,a01aj00000wQ3g4AAC,2024-12-17,2445.93,Cancelado,a02aj000008MD5SAAW,Producto 278
Pedido-641,a01aj00000wQ3fPAAS,2024-09-17,4870.55,Enviado,a02aj000008MD5qAAG,Producto 76
Pedido-781,a01aj00000wQ3hNAAS,2024-10-07,734.86,Cancelado,a02aj000008MD5MAAW,Producto 70
Pedido-4172,a01aj00000wQ3clAAC,2024-08-21,4700.87,Cancelado,a02aj000008MD5MAAW,Producto 123
Pedido-1788,a01aj00000wQ3qnAAC,2024-10-03,2239.34,Procesado,a02aj000008MD6BAAW,Producto 95
Pedido-2002,a01aj00000wQ3jRAAS,2024-08-26,4726.00,Procesado,a02aj000008MD6QAAW,Producto 181
Pedido-1683,a01aj00000wQ3qwAAC,2024-03-19,3812.24,Pendiente,a02aj000008MD6RAAW,Producto 127
Pedido-2448,a01aj00000wQ3cZAAS,2024-11-21,3598.16,Enviado,a02aj000008MD6OAAW,Producto 40
Pedido-2277,a01aj00000wQ3dDAAS,2024-09-27,1688.15,Cancelado,a02aj000008MD6MAAW,Producto 4
Pedido-1091,a01aj00000wQ3fIAAS,2025-02-05,2785.24,Cancelado,a02aj000008MD5HAAW,Producto 59
